idP1,idP2
7156,12172
7156,12084
7156,14933
7156,1310
7156,13123
7156,9342
7156,13242
7156,10017
7155,18748
7155,1547
7155,12405
7155,17626
7155,17836
7155,17169
7155,16730
7155,10068
7155,7539
7155,10503
7155,10549
7155,87
7155,17853
7155,9750
7155,9415
7157,9692
7157,8232
7157,13567
7157,10495
7157,10886
7157,12217
7157,8376
7157,12107
7157,7294
7158,1959
7158,19290
7158,19547
7158,7677
7158,17564
7158,18757
7158,18643
7158,18225
7158,16529
7158,16616
7158,1017
7158,10721
7158,16789
7158,10206
7158,871
7158,18727
7158,7806
7158,7760
7158,17204
7158,13737
7159,8151
7159,16679
7159,1377
7159,8837
7159,7475
7159,10281
7159,10041
7159,16682
7159,17633
7159,9124
7160,8826
7160,18056
7160,12946
7160,13737
7163,12271
7163,17491
7164,18056
7164,19188
7164,7674
7164,18301
7164,9456
7165,13882
7165,79
7165,9308
7168,4102
7168,2301
7169,11623
7169,13359
7169,8996
7169,11883
7169,7811
7169,8479
7167,9972
7167,51
7167,18835
7167,13538
7167,1262
7167,18405
7167,19595
7167,15850
7167,17693
7167,18051
7167,9876
7167,18815
7167,56
7170,11228
7170,8913
7170,11547
7170,10928
7175,10838
7175,17061
7176,11098
7176,7091
7176,17896
7176,13688
7176,18468
7176,8068
7176,10442
7176,957
7176,19019
7176,8929
7178,1237
7178,2523
7182,19545
7182,10604
7192,8277
7192,18757
7192,13041
7192,4415
7192,12235
7192,19452
7192,18010
7192,616
7193,441
7196,11473
7196,10378
7196,8165
7196,4403
7196,19589
7195,2214
7197,17660
7197,839
7197,2175
7202,8103
7202,18131
7202,8998
7202,9081
7202,12909
7200,13851
7200,18008
7200,15389
7204,9800
7204,18481
7204,10511
7203,13268
7203,13051
7203,13017
7203,11781
7205,19343
7205,10380
7205,3650
7205,6915
7205,9608
7205,18362
7205,19568
7205,10729
7205,12888
7205,9078
7205,10776
7205,16922
7205,9805
7205,1963
7207,18419
7207,9078
7207,10667
7207,19631
7209,16559
7209,17436
7209,19614
7209,17139
7209,13
7208,12547
7208,12572
7208,7558
7208,8632
7208,9364
7208,13566
7211,9735
7211,7682
7211,2177
7211,8817
7211,720
7211,9950
7211,17729
7210,17695
7212,12670
7214,17117
7215,12320
7215,13160
7216,18608
7216,7115
7216,9173
7216,1486
7216,19071
7220,11505
7220,13824
7220,551
7221,8494
7221,1389
7221,16609
7221,12044
7221,9729
7221,18626
7221,17857
7222,19294
7222,18080
7222,10365
7222,11053
7222,17336
7222,19540
7222,18999
7222,10282
7222,17771
7222,17750
7222,14343
7222,16586
7222,17290
7224,17070
7224,17594
7224,9631
7224,8165
7224,17104
7224,19419
7223,17692
7223,17871
7223,19317
7223,1592
7225,8155
7225,11718
7226,7
7226,18861
7229,2680
7228,12090
7228,1292
7235,9600
7235,8825
7233,13201
7233,12936
7233,10924
7233,11188
7233,6548
7233,13973
7234,12846
7234,1204
7234,13832
7234,11151
7234,13669
7236,7397
7236,998
7239,1837
7237,1842
7237,11173
7237,8870
7237,13618
7237,18760
7237,10870
7237,8711
7238,7675
7238,342
7238,7830
7238,3732
7238,18283
7238,4702
7238,12625
7238,1471
7238,303
7238,10678
7238,8002
7238,12619
7238,2756
7238,2383
7238,8349
7238,13870
7238,1548
7238,1456
7238,7495
7238,837
7240,9172
7240,7315
7240,10739
7241,7127
7241,1439
7241,10492
7241,7920
7242,9206
7242,12790
7243,7509
7245,738
7246,9543
7246,13298
7246,16670
7246,19479
7246,9670
7246,18267
7246,19186
7246,7793
7246,18010
7246,17215
7246,18483
7246,17915
7246,16954
7246,17914
7246,17789
7246,17766
7246,17284
7246,19142
7246,3650
7246,17750
7246,17854
7246,19318
7246,10261
7246,13910
7246,9407
7246,7006
7246,8995
7246,16795
7246,17701
7246,16822
7246,19379
7246,10110
7246,18371
7246,3884
7246,19380
7246,17661
7246,17816
7246,18973
7246,14343
7247,9314
7247,11417
7247,10465
7247,8837
7247,7310
7247,10403
7247,9116
7247,9632
7247,18306
7247,9643
7247,8316
7247,8721
7249,16679
7249,9314
7249,17069
7249,9632
7249,9116
7252,10403
7252,9163
7252,17877
7252,18133
7252,16659
7252,19291
7252,19381
7252,19039
7252,7291
7252,17260
7252,19365
7253,12477
7254,12694
7254,1825
7254,7670
7254,8910
7254,4835
7260,16270
7260,17209
7260,17676
7260,10524
7260,16783
7262,3333
7262,3687
7262,11228
7267,9629
7265,17979
7265,16490
7265,17099
7265,3762
7265,9544
7265,2198
7265,7614
7265,18744
7265,17996
7265,10441
7265,18726
7265,18514
7266,9362
7266,10985
7266,11605
7266,12846
7269,16708
7268,9729
7268,8494
7268,1389
7268,7221
7268,9014
7271,7385
7271,1302
7275,1430
7274,8580
7276,292
7276,1809
7277,32
7277,10162
7277,9672
7277,2142
7277,983
7277,1765
7277,18985
7282,9163
7282,16876
7282,7668
7282,10068
7284,17345
7284,6031
7284,3735
7284,6485
7284,10685
7284,17238
7284,5227
7284,10114
7284,6157
7284,1065
7284,6723
7284,1097
7284,7803
7284,13976
7284,418
7284,244
7284,7883
7284,10215
7284,7938
7284,5597
7284,10539
7284,1012
7284,10256
7284,6281
7284,2478
7284,17198
7284,1970
7284,6986
7284,6594
7284,6817
7284,16720
7284,6405
7284,18387
7284,4696
7284,1342
7284,6925
7284,9795
7284,9409
7284,19450
7284,10561
7281,10573
7281,9287
7281,11095
7281,13785
7281,7558
7281,7901
7281,11262
7281,13274
7286,16970
7286,11658
7287,9093
7287,11521
7287,1260
7288,10859
7288,7432
7288,9225
7288,14088
7289,8743
7290,13199
7290,7934
7291,7310
7291,10863
7291,9127
7293,8299
7293,18069
7293,7899
7293,19088
7293,18096
7296,17605
7296,18898
7296,18598
7300,8828
7300,8481
7300,16687
7300,9467
7300,7362
7300,17312
7304,11900
7303,12371
7303,8230
7306,7385
7306,19606
7306,333
7306,10232
7306,18657
7306,8819
7308,126
7308,11814
7308,32
7308,17961
7308,18620
7308,10461
7308,12487
7308,1245
7308,17167
7308,17177
7308,2044
7308,9630
7308,523
7309,8217
7309,7661
7309,7321
7312,10110
7312,16804
7312,10795
7312,11512
7312,3948
7312,241
7312,7773
7312,12325
7312,16617
7312,12046
7312,3697
7312,19214
7312,9732
7312,18795
7312,18696
7312,8613
7312,861
7312,13912
7312,1747
7312,18060
7312,13462
7312,102
7312,18262
7312,9478
7312,18374
7312,17611
7312,18870
7312,8457
7312,18860
7312,3105
7312,18804
7312,18100
7312,19297
7312,2919
7312,18396
7312,6917
7312,17486
7312,11273
7312,2095
7312,17565
7315,10739
7315,9172
7315,11709
7314,13427
7314,11432
7314,13327
7314,11610
7314,12480
7314,8467
7314,9074
7314,14686
7314,8849
7314,11799
7314,12198
7314,7482
7314,7332
7314,12316
7314,178
7314,13075
7314,8126
7314,8012
7314,12033
7314,10597
7314,12758
7314,11188
7314,8757
7314,13728
7314,13750
7314,13634
7317,12280
7317,7025
7318,2611
7318,8354
7318,11969
7318,10985
7318,7603
7318,12015
7318,10314
7318,12321
7319,18865
7319,8837
7319,7177
7319,16739
7319,17741
7319,12887
7319,8603
7319,9522
7319,9858
7319,9191
7319,17249
7320,1976
7320,1422
7320,786
7320,13470
7321,69
7321,17237
7321,7871
7321,8217
7321,10809
7322,12245
7323,18080
7323,6242
7323,18696
7323,18677
7323,18617
7323,13963
7323,11530
7323,6112
7323,10795
7323,19307
7323,10817
7323,17457
7323,8598
7323,7340
7323,84
7323,19324
7323,16878
7323,7525
7323,19097
7323,18714
7323,17661
7324,10604
7326,9956
7326,497
7326,19565
7326,16784
7326,10406
7326,8425
7326,17842
7326,7632
7326,19479
7327,10840
7327,18099
7327,7754
7327,19551
7327,10803
7328,2089
7328,13297
7328,7589
7328,18532
7330,9055
7332,15975
7332,13634
7332,10149
7332,10597
7332,12033
7332,13750
7332,12300
7332,178
7332,13427
7332,11188
7332,9074
7331,13152
7331,8686
7331,11578
7334,8826
7334,16579
7334,16873
7338,17899
7338,10126
7336,16871
7337,18750
7337,7401
7337,445
7337,14485
7337,19346
7337,19050
7339,8996
7339,8479
7340,38
7340,10558
7340,17106
7340,15
7340,11503
7340,8990
7340,10080
7340,17230
7340,7683
7340,17099
7340,1192
7340,9608
7340,10170
7340,8994
7340,7389
7340,7525
7340,6915
7340,1875
7340,17193
7340,13874
7340,1458
7340,7675
7340,10380
7340,141
7340,1476
7340,10776
7340,10193
7340,8996
7340,6242
7342,13835
7342,9804
7342,17605
7342,1121
7342,7549
7343,12740
7343,11813
7343,2171
7343,1398
7343,1914
7343,5351
7343,562
7343,8094
7343,1031
7343,1691
7343,17910
7343,17620
7343,7563
7343,15
7343,17106
7343,6915
7343,132
7343,10506
7344,18964
7344,16510
7344,827
7344,16722
7344,652
7344,10757
7345,8714
7345,12481
7345,18608
7346,3823
7346,12259
7346,13961
7347,8889
7347,13252
7347,13069
7347,1770
7347,2239
7347,18803
7347,7765
7348,18373
7348,652
7348,18403
7348,18806
7348,19317
7348,19576
7348,8248
7348,17619
7348,18043
7348,17447
7348,9413
7348,18928
7348,17692
7352,9731
7352,13519
7352,11726
7352,13080
7352,8295
7352,11060
7352,13951
7352,11019
7352,12107
7352,13216
7352,12123
7352,9103
7354,11579
7354,9318
7354,4053
7354,9943
7354,11982
7354,18426
7354,12504
7355,17526
7355,17454
7355,19246
7355,19462
7356,12634
7356,17747
7356,17998
7356,7604
7356,17791
7356,16974
7356,19001
7356,19176
7357,865
7358,560
7358,1982
7359,1003
7360,17626
7360,9539
7360,18197
7360,8523
7360,18221
7360,9891
7360,17703
7360,8935
7360,18743
7360,19456
7362,8551
7363,12417
7363,9433
7361,1589
7367,1754
7367,105
7365,9543
7365,7340
7365,10476
7365,8995
7365,8551
7365,17854
7365,8355
7365,7568
7365,19042
7365,12486
7365,17914
7365,19318
7365,3373
7365,18869
7365,17230
7365,17172
7365,18407
7365,10846
7365,16494
7365,16998
7365,18141
7365,9620
7365,16644
7365,10976
7365,18916
7366,19544
7366,12824
7366,16811
7366,17149
7368,19428
7368,18672
7368,8068
7368,9850
7368,18468
7368,17281
7368,8881
7372,9435
7372,7533
7369,13334
7369,87
7369,7545
7369,12405
7369,1945
7375,18590
7375,10661
7375,2234
7375,19590
7375,16716
7375,19251
7375,9848
7377,17973
7379,8209
7380,13533
7380,13655
7380,13158
7380,13473
7380,11333
7380,11768
7380,15653
7380,11058
7380,11241
7380,11692
7380,9437
7380,7382
7380,12691
7380,13430
7380,8546
7380,12141
7380,11224
7380,13669
7380,9106
7380,13777
7382,11698
7385,8819
7385,17441
7385,19606
7385,19270
7387,8939
7387,16811
7387,19070
7387,9460
7387,12778
7387,16592
7387,18349
7387,7337
7387,17122
7387,2104
7387,18577
7387,16609
7388,8258
7388,17982
7388,8198
7389,17659
7389,16929
7389,10381
7389,7241
7389,10492
7389,8772
7389,10042
7389,19188
7389,18229
7389,17193
7389,10701
7389,9844
7389,8990
7389,10476
7389,84
7389,2205
7389,8972
7389,8011
7389,17246
7389,985
7391,7647
7394,818
7394,8231
7394,13627
7394,17550
7394,18572
7394,17371
7394,18975
7394,16511
7394,1519
7394,11101
7394,17211
7394,18890
7394,505
7394,639
7395,7296
7395,18638
7395,11125
7395,11478
7395,18344
7395,7129
7395,1677
7395,1046
7395,17237
7395,17060
7395,1061
7397,998
7397,17987
7396,18913
7396,18150
7396,12025
7396,18269
7396,18984
7396,18289
7396,18572
7396,19492
7396,18482
7396,18808
7396,7703
7396,18569
7396,17600
7396,18821
7396,17428
7396,8370
7396,17120
7398,8998
7398,11370
7398,13845
7398,4288
7398,7202
7398,1174
7400,8620
7400,11684
7400,13915
7400,11709
7400,11361
7400,12009
7400,12395
7400,7947
7400,11220
7400,8173
7400,7531
7400,1569
7400,12656
7400,9225
7400,12554
7400,7379
7400,13006
7400,12099
7400,16918
7401,17062
7401,19445
7401,7337
7404,18626
7405,19191
7405,12768
7405,10973
7405,11623
7405,11888
7407,407
7411,8247
7411,17560
7411,18485
7411,1562
7411,8076
7411,17438
7411,8931
7411,9810
7411,17465
7411,18813
7411,821
7411,11550
7411,9566
7411,9984
7411,7687
7411,17629
7411,17171
7411,16627
7411,17914
7411,9356
7409,9883
7409,17488
7409,19194
7409,18761
7409,19058
7409,7917
7409,17042
7409,7200
7409,18673
7409,17398
7409,18295
7409,1560
7412,9736
7412,8900
7412,17600
7412,16984
7412,18091
7412,19442
7412,1127
7412,12459
7412,17371
7412,18758
7412,17272
7414,7849
7414,15635
7414,16853
7414,16935
7414,18882
7414,9415
7414,18938
7414,9652
7414,7613
7414,17542
7414,19431
7414,7540
7414,9297
7414,19485
7414,17552
7414,10746
7414,7196
7414,9579
7415,12466
7416,8575
7416,9348
7416,16716
7416,18517
7416,1327
7416,13193
7416,18839
7416,17750
7416,16903
7416,7089
7416,5805
7416,2048
7416,1415
7416,13695
7416,17107
7416,16746
7416,7132
7416,18842
7416,18941
7416,17539
7416,7793
7416,7222
7416,11687
7416,13157
7416,7910
7416,13203
7416,18229
7416,17336
7416,2194
7416,8718
7416,17284
7416,1549
7416,17290
7416,11498
7416,12811
7416,17128
7416,19354
7416,19478
7417,7441
7417,17613
7417,16929
7417,8671
7417,9976
7417,17120
7419,1709
7419,1098
7418,12123
7418,10937
7418,9002
7418,11386
7418,11912
7418,12224
7418,8295
7418,13135
7418,8186
7418,13654
7418,11019
7418,13636
7418,12320
7418,10495
7421,9520
7421,18618
7421,1424
7421,7056
7422,17670
7422,18130
7422,16963
7422,7828
7422,10110
7422,7596
7422,17080
7422,17987
7422,13269
7422,7998
7422,12573
7422,9891
7422,18564
7422,19570
7422,5537
7422,18393
7422,8935
7422,19208
7422,17608
7422,12235
7422,6558
7422,18154
7422,18869
7422,18711
7422,17768
7422,19503
7422,17329
7422,18804
7422,9717
7422,16741
7422,17476
7422,19069
7422,19542
7422,18789
7422,8235
7423,8774
7424,16650
7424,18839
7424,8674
7424,9512
7424,17343
7424,18229
7424,19294
7424,19535
7424,12751
7424,18960
7424,16973
7424,10365
7424,12950
7424,17891
7424,7790
7424,16590
7424,12663
7424,17980
7424,16586
7424,17757
7424,10771
7425,18187
7425,973
7425,7404
7425,13647
7425,18814
7425,18178
7425,7191
7427,9137
7426,4565
7426,13450
7426,1993
7429,7525
7428,10065
7428,9735
7428,40
7428,7944
7428,8817
7428,19098
7428,720
7428,10276
7428,7921
7433,10763
7433,9177
7433,8165
7433,1521
7433,18196
7433,11902
7433,11033
7433,7177
7435,2508
7436,7980
7436,1765
7437,105
7438,10546
7438,17828
7438,18006
7438,7133
7438,850
7438,11014
7439,2140
7440,16965
7440,16920
7440,10225
7440,7993
7440,17583
7440,6996
7443,11880
7445,8743
7445,18898
7445,9137
7445,7289
7445,9293
7445,9426
7445,18146
7445,370
7445,1241
7445,1127
7445,12508
7445,354
7445,9837
7445,10875
7445,13438
7445,7567
7445,10550
7445,18199
7445,18490
7445,1349
7445,11007
7445,17887
7445,9736
7445,778
7445,9598
7445,17631
7446,16513
7447,10068
7448,11366
7448,10513
7448,11047
7448,10207
7450,18439
7450,10663
7450,18475
7450,3390
7450,665
7450,17919
7450,2240
7450,16506
7450,18780
7453,13102
7453,7875
7451,1734
7452,8165
7452,17021
7452,17210
7452,8823
7452,17134
7452,17567
7452,15646
7452,19423
7452,16633
7452,7196
7452,18540
7452,19377
7452,12169
7452,19052
7452,18783
7452,16639
7452,16848
7452,10523
7452,13342
7454,7990
7454,19248
7454,10742
7454,9525
7454,12681
7456,8710
7456,9851
7456,1707
7458,2096
7458,4459
7458,17301
7458,1820
7458,1160
7458,4835
7458,7565
7458,8957
7458,1070
7459,319
7459,17354
7459,18635
7459,17983
7459,18953
7459,1683
7459,9750
7461,2756
7461,13870
7461,5565
7461,12619
7461,7238
7464,18815
7464,10014
7464,13909
7464,12930
7464,18835
7464,17829
7464,7705
7464,821
7464,17750
7463,7801
7463,17855
7463,69
7463,9755
7463,10046
7463,18424
7463,19566
7463,628
7463,17787
7467,12331
7466,18993
7466,16612
7466,9797
7468,18566
7468,10572
7472,18442
7472,16966
7472,11118
7472,1495
7472,18628
7472,18361
7472,753
7472,18889
7472,19294
7472,16708
7473,11234
7473,11475
7478,830
7478,8837
7478,1195
7481,12329
7481,10970
7481,12817
7481,13424
7482,912
7482,11806
7482,13728
7482,12706
7486,19129
7484,10236
7484,13160
7484,9362
7485,16526
7485,13353
7485,11152
7485,7612
7485,12853
7485,11989
7487,12833
7493,617
7494,18042
7494,16718
7494,100
7494,17042
7494,2283
7494,12548
7494,9540
7494,10081
7489,17636
7489,19585
7489,9403
7489,18513
7489,17996
7489,7774
7489,19313
7489,2122
7489,18552
7489,7450
7489,18895
7489,7126
7489,16906
7489,17054
7489,18362
7489,16883
7489,18710
7489,10144
7489,8054
7489,16922
7489,18222
7489,9716
7489,2924
7489,18704
7489,8874
7489,10455
7489,13248
7489,18900
7489,7658
7489,19105
7489,19249
7489,19199
7489,9600
7489,13413
7489,10067
7489,17374
7489,8616
7489,7556
7489,10397
7495,1471
7495,342
7495,12625
7495,10678
7495,12619
7495,12535
7495,1456
7497,17829
7497,200
7497,9876
7497,18815
7497,1787
7497,1686
7499,7922
7499,1062
7499,13098
7499,13730
7499,11522
7499,9341
7499,13149
7499,11837
7503,8621
7503,19367
7502,7177
7507,1724
7507,7148
7507,11661
7501,18697
7501,12962
7505,17893
7505,17696
7505,18013
7505,7525
7505,14096
7505,19260
7505,17744
7505,17766
7505,18407
7505,17659
7505,10278
7505,18141
7505,18781
7505,18796
7505,17686
7512,2827
7510,11154
7510,11844
7510,12688
7510,11116
7516,13682
7516,4880
7516,12220
7513,354
7517,12407
7517,13228
7517,2669
7517,9092
7518,13882
7519,7120
7519,13247
7519,11132
7519,12596
7519,13159
7519,12640
7519,8386
7519,11107
7519,11806
7519,11169
7520,9770
7527,17611
7527,18566
7527,7999
7527,18884
7527,12694
7527,7969
7527,7323
7527,1582
7527,4389
7527,9478
7527,8520
7527,11568
7527,8608
7527,6429
7527,1885
7527,10667
7527,8112
7527,10575
7527,241
7527,18860
7527,10278
7527,1431
7527,4482
7527,11512
7527,18421
7527,2190
7527,3105
7521,7378
7521,8479
7521,12423
7521,13110
7521,13447
7523,13029
7523,10350
7523,9206
7523,12935
7523,12977
7523,9168
7523,13414
7523,13336
7523,7601
7523,8244
7524,9316
7524,8497
7524,1594
7524,17395
7524,18015
7524,11989
7524,19112
7524,19351
7524,8640
7524,12220
7524,16857
7524,8867
7531,742
7531,9527
7531,8645
7534,13378
7534,2581
7534,11038
7534,9807
7537,17842
7537,17930
7537,10223
7537,7067
7538,1479
7538,14431
7535,18764
7535,2073
7535,17281
7535,19160
7535,1180
7535,17986
7535,7176
7535,1148
7535,10601
7535,1475
7535,17973
7535,19019
7535,10789
7535,8929
7535,8886
7535,7899
7535,9243
7535,7860
7535,16809
7535,17852
7535,10563
7535,7109
7535,19420
7535,8437
7535,18524
7535,10604
7535,10016
7535,16815
7535,8285
7535,19121
7535,957
7535,11506
7535,18468
7535,13215
7535,7846
7535,17132
7535,12044
7535,918
7535,19275
7540,16876
7540,17908
7540,9579
7540,18570
7539,9750
7539,10255
7539,319
7541,7907
7541,12967
7545,12405
7545,1547
7547,17187
7547,19391
7547,12457
7548,7004
7546,7618
7546,2123
7546,12802
7546,19502
7546,19363
7546,18456
7546,268
7546,8254
7551,19521
7549,13835
7549,9804
7555,8812
7555,2784
7552,4928
7552,10193
7552,4625
7552,10546
7552,8825
7552,10376
7552,13662
7554,18257
7554,17530
7554,18100
7554,12648
7554,17214
7554,17075
7554,7409
7554,17740
7554,13760
7554,16590
7554,13203
7554,16973
7554,16493
7554,8133
7556,9625
7557,10168
7557,1850
7560,18956
7562,7102
7562,11972
7562,1526
7562,19404
7562,13149
7562,9550
7563,10492
7563,7241
7563,8813
7563,7127
7563,397
7563,18552
7565,19550
7565,4835
7565,9836
7564,9499
7564,7363
7564,8258
7564,17921
7564,10455
7564,9490
7564,9625
7566,11505
7566,8604
7568,8995
7567,18863
7569,4875
7569,2211
7569,3765
7569,12301
7569,8928
7569,1748
7570,13947
7570,7295
7570,12893
7570,12121
7570,10843
7570,12724
7573,11344
7573,18031
7573,16015
7575,16954
7575,17064
7575,14343
7575,16641
7575,18685
7575,10261
7575,1058
7575,17286
7575,17359
7575,7231
7575,19085
7575,9052
7575,16505
7575,2048
7575,4415
7575,16844
7575,13470
7575,19478
7575,278
7575,18517
7575,10348
7575,2209
7575,19294
7575,6822
7575,17430
7575,9161
7575,9708
7575,13076
7575,17891
7575,10271
7575,2194
7575,7421
7575,18617
7575,18080
7576,7336
7576,19505
7576,16871
7576,17200
7576,9457
7578,18340
7578,8861
7578,10570
7578,12551
7582,11060
7582,11203
7583,7693
7583,9139
7583,389
7583,10770
7583,17764
7583,511
7583,9288
7583,16667
7583,12450
7584,7451
7588,9396
7588,9543
7588,17721
7588,9620
7588,7568
7588,18591
7588,4625
7588,19379
7588,7505
7588,1202
7588,9639
7588,19456
7588,13199
7588,19294
7588,4415
7588,19380
7588,17284
7588,9810
7588,709
7588,17891
7588,19240
7588,3650
7588,16822
7588,17064
7588,19214
7588,7916
7588,18483
7588,8598
7588,7441
7588,17661
7588,17701
7588,7246
7588,13795
7588,17636
7588,17874
7588,19186
7588,11503
7588,17914
7588,18267
7588,13298
7588,700
7588,13910
7588,10976
7588,12486
7588,9539
7588,17171
7588,11530
7588,17172
7588,7006
7588,17336
7588,16976
7588,17816
7588,3550
7588,19135
7588,17215
7588,16795
7588,17230
7588,13041
7588,1270
7588,13532
7588,9941
7588,18010
7588,9
7588,8552
7588,2794
7588,8110
7588,19097
7588,9777
7588,16813
7588,19318
7588,19478
7588,19213
7588,7825
7588,17954
7588,17854
7588,16670
7589,19242
7589,7801
7590,9730
7590,10870
7590,19110
7590,19435
7590,10197
7590,563
7590,9889
7590,12122
7592,952
7592,17086
7592,18149
7592,19558
7592,10915
7592,1051
7592,1059
7598,17686
7598,16816
7598,17659
7603,10985
7604,17747
7604,17920
7604,18124
7604,17098
7604,19363
7604,10661
7604,18090
7604,18206
7604,8797
7604,10588
7605,16749
7605,8523
7605,17439
7605,4057
7605,18965
7605,17656
7606,11901
7606,7558
7606,12314
7606,12503
7610,1091
7610,13486
7610,13704
7610,13323
7608,12724
7608,10951
7608,10243
7608,11578
7608,12001
7608,10322
7608,12925
7608,11046
7608,11201
7608,12085
7608,8106
7611,11383
7611,11524
7612,7615
7612,18978
7613,10085
7613,10746
7613,8203
7614,17336
7614,7724
7614,11014
7614,8616
7614,10394
7619,269
7621,7698
7621,16560
7621,11696
7621,19234
7621,18865
7621,19158
7621,16612
7621,103
7622,11103
7627,224
7627,927
7626,7177
7626,19183
7626,10571
7626,12443
7626,18317
7626,7990
7628,7826
7628,7728
7630,16558
7631,18090
7631,13212
7631,11695
7631,18055
7631,16974
7631,14667
7631,11254
7631,18668
7631,1826
7631,8648
7631,100
7631,8975
7631,7604
7631,13434
7631,17066
7631,18220
7632,19565
7632,17899
7632,7338
7635,9129
7637,10156
7638,18539
7639,17394
7639,13936
7639,7117
7639,11267
7639,17505
7639,9353
7639,7986
7639,578
7641,8572
7643,1819
7643,17856
7643,9342
7643,7432
7643,12728
7645,18894
7645,17062
7645,7401
7645,17911
7645,19445
7650,11386
7650,11060
7650,7418
7650,9686
7650,12208
7650,457
7650,7281
7650,12107
7650,13216
7650,11570
7650,11274
7649,9956
7649,10487
7649,2041
7649,1663
7649,19287
7649,16766
7649,10723
7649,17225
7649,18532
7652,10994
7654,14210
7654,2172
7659,2997
7659,8629
7658,17374
7658,17463
7658,18895
7658,10144
7658,17208
7658,9600
7658,11873
7658,18301
7658,11021
7658,19313
7658,18191
7658,16531
7661,7871
7663,9671
7664,7917
7664,12684
7664,1251
7664,7409
7664,9467
7664,18761
7664,17174
7664,18673
7664,17246
7664,8094
7664,7934
7664,9558
7664,12725
7664,1491
7664,314
7667,18978
7667,18613
7667,19599
7667,8192
7667,17333
7667,1196
7667,13409
7667,1684
7667,15010
7667,10981
7667,6469
7667,1037
7667,19479
7667,17711
7667,18831
7667,19025
7667,12163
7668,7728
7669,17366
7669,7545
7669,17961
7671,8851
7671,18149
7671,17086
7671,776
7671,1059
7673,9862
7670,19052
7670,1825
7670,5659
7672,8713
7672,17261
7672,11213
7674,8011
7674,10042
7674,8772
7680,13359
7680,11053
7680,8479
7680,11883
7680,7811
7682,12262
7682,18282
7682,9116
7682,7249
7682,2219
7682,18115
7684,1850
7685,13842
7686,18630
7686,16422
7686,9332
7686,17412
7686,12502
7686,652
7686,1730
7686,19569
7686,9902
7686,18609
7686,1692
7686,16699
7687,17629
7687,9507
7687,18813
7687,13609
7687,7243
7687,88
7687,17038
7689,9206
7690,278
7690,3901
7690,18405
7690,8429
7690,7265
7690,11071
7690,13538
7690,19311
7690,2198
7695,18024
7695,16496
7693,16614
7693,10347
7693,18576
7693,7684
7693,9288
7698,19231
7698,1369
7698,17724
7698,19487
7698,10840
7698,16500
7698,17187
7698,12457
7698,17422
7699,8484
7699,7153
7699,10184
7699,12297
7699,12896
7699,9418
7699,16740
7700,319
7700,884
7700,10355
7700,10731
7700,18561
7701,8320
7701,9030
7701,9206
7701,10702
7701,11736
7701,11931
7701,11064
7701,1079
7701,11573
7701,9952
7703,18569
7704,10694
7705,12706
7705,17750
7708,19262
7708,10498
7708,18521
7708,8988
7708,11723
7708,7675
7708,16569
7708,11795
7708,16756
7708,12246
7708,17213
7708,18872
7708,7878
7708,10420
7708,17492
7708,17174
7708,7181
7708,8115
7708,16749
7708,815
7708,17465
7708,1645
7713,10994
7713,7685
7713,11222
7713,10975
7713,13818
7713,12863
7713,11692
7713,12817
7713,13772
7713,12248
7713,12827
7713,10666
7713,11545
7713,13924
7713,13284
7714,6307
7715,9206
7715,12291
7715,9952
7715,13414
7715,9168
7715,1873
7715,13029
7715,8244
7715,9030
7715,12977
7715,13438
7716,15609
7718,17345
7718,18566
7718,10321
7718,16596
7718,17890
7718,18717
7718,19206
7718,1955
7718,10505
7718,18551
7718,3302
7718,16859
7719,518
7719,12331
7727,12452
7726,17424
7726,18625
7726,9506
7726,1179
7726,11443
7726,10649
7725,18932
7725,17977
7725,17990
7725,11047
7728,10068
7730,8153
7730,17891
7730,18791
7730,9448
7730,19294
7730,18839
7730,19003
7730,10829
7730,8013
7730,18517
7730,9888
7730,14864
7730,17902
7730,7222
7731,10433
7731,11460
7731,8837
7731,16894
7731,9872
7731,10510
7731,9124
7736,9305
7734,16086
7734,17024
7734,19384
7734,18128
7737,18779
7737,515
7737,19507
7737,10875
7737,8589
7737,18355
7737,19306
7737,9426
7737,818
7738,11117
7739,13795
7739,18121
7739,19352
7739,10760
7739,8710
7739,13140
7739,18056
7739,18575
7739,563
7740,11234
7740,7704
7741,13680
7741,11223
7741,12013
7741,12566
7742,18017
7742,15646
7743,1578
7743,7111
7743,1335
7743,16766
7743,7576
7743,19240
7743,9457
7743,10204
7743,10343
7743,8739
7743,11492
7743,10438
7743,7013
7743,257
7743,8394
7745,14154
7744,13089
7744,11407
7744,12846
7744,11912
7744,12107
7744,10970
7746,7442
7746,18540
7746,18522
7746,17019
7746,8018
7746,17300
7750,9753
7750,10600
7750,2507
7748,8886
7748,17945
7748,18025
7748,16995
7753,17172
7752,10103
7754,17561
7754,18413
7754,16975
7755,9543
7755,7995
7757,981
7757,1412
7757,2068
7759,8376
7758,11435
7758,5435
7760,9555
7760,13808
7761,11903
7761,11151
7761,12822
7762,17936
7762,10794
7762,13501
7762,8238
7762,18956
7762,12105
7762,1017
7765,9729
7765,8889
7765,13953
7765,12896
7769,18284
7769,18912
7770,18570
7772,10625
7772,17374
7772,8094
7772,12888
7772,8758
7772,7934
7772,9558
7772,9892
7772,5049
7772,7563
7772,8674
7772,7439
7772,3645
7772,19588
