idP1,idP2
1260,12049
1260,12004
1260,11801
1260,13853
1260,307
1260,11821
1261,1460
1266,265
1265,13181
1270,865
1270,887
1270,1512
1270,2174
1271,1908
1272,1740
1273,279
1273,1803
1274,1167
1275,7225
1275,1853
1275,1328
1275,14135
1275,12837
1275,259
1275,8175
1275,3669
1275,11245
1278,9851
1278,1707
1278,7456
1281,907
1280,7451
1283,8355
1283,1031
1283,11813
1283,9976
1283,1415
1283,7886
1283,12821
1283,8994
1283,6299
1283,18368
1283,1675
1283,3776
1282,1292
1286,18380
1286,11147
1284,579
1284,141
1284,2572
1284,2444
1291,18925
1291,164
1291,3366
1291,9108
1291,18047
1291,574
1291,1323
1290,13826
1298,17213
1298,8205
1298,16608
1298,13857
1299,9667
1299,1843
1299,792
1299,2139
1299,1561
1299,14249
1299,948
1299,1510
1304,1849
1305,319
1305,18053
1311,2192
1311,677
1312,5574
1313,7696
1313,5305
1313,8682
1313,3381
1315,2126
1315,1573
1320,427
1320,5010
1320,4658
1320,3575
1320,1849
1320,4229
1320,3373
1320,3042
1320,4949
1320,609
1320,2388
1320,2630
1320,5924
1320,2669
1320,3916
1320,3938
1325,1444
1326,5168
1326,1063
1326,4623
1329,1986
1329,1775
1329,17920
1329,17747
1329,19176
1327,1058
1328,808
1328,11004
1328,8489
1328,12504
1328,18322
1328,11414
1328,11245
1328,17765
1328,7354
1328,1853
1328,3370
1328,9478
1328,19084
1328,861
1328,9642
1328,682
1328,9487
1328,454
1328,8175
1328,267
1331,213
1331,299
1332,7271
1332,1992
1332,18408
1333,1721
1334,836
1335,1838
1339,2283
1339,2285
1341,19050
1341,10313
1341,7816
1341,17682
1345,2967
1345,16617
1345,102
1345,18100
1345,17565
1345,9054
1345,18870
1345,12046
1345,3697
1345,3668
1345,6917
1345,9732
1345,18060
1345,12325
1345,18262
1343,756
1343,953
1346,16665
1346,942
1346,7592
1346,1059
1346,18149
1346,952
1346,1051
1348,16262
1347,19051
1347,3063
1347,3011
1349,12508
1349,18863
1349,7194
1351,927
1351,1663
1350,9385
1350,2096
1354,279
1354,472
1354,1454
1357,17754
1357,18170
1357,66
1357,16985
1358,612
1364,1797
1361,1116
1361,422
1361,12589
1363,537
1365,422
1365,7647
1365,49
1371,1077
1371,1105
1372,1646
1375,19082
1375,17441
1375,12436
1375,10783
1375,18979
1376,1587
1376,1667
1376,2147
1379,11602
1379,597
1383,581
1382,1734
1382,9911
1382,17083
1382,17139
1382,372
1382,19614
1384,19614
1384,17248
1384,16544
1384,9337
1384,1585
1384,18295
1384,18160
1386,19513
1386,11925
1386,17532
1388,11971
1388,254
1388,8360
1387,10786
1390,1030
1394,6356
1395,16750
1395,17532
1395,8248
1395,19541
1395,11925
1395,16801
1395,9148
1395,1386
1395,8138
1395,431
1395,1508
1396,7613
1396,8652
1396,7668
1396,11227
1396,7627
1396,10746
1396,12021
1396,13720
1396,10329
1396,7927
1396,18218
1399,1783
1399,213
1409,1740
1410,1942
1410,15293
1411,472
1411,14528
1411,610
1413,5158
1413,5193
1413,2234
1413,5838
1413,6431
1413,5368
1416,1354
1416,1481
1416,1454
1420,17082
1420,10025
1420,1071
1418,16895
1417,12912
1417,12151
1419,8133
1419,1098
1419,11817
1419,16878
1422,13470
1422,1944
1422,261
1422,370
1422,1711
1425,10651
1425,10583
1425,7908
1425,8709
1425,10294
1427,8929
1427,9765
1427,18432
1427,18987
1427,3830
1427,4842
1429,319
1429,2032
1430,11699
1430,13659
1430,8864
1430,12703
1430,13746
1430,10573
1430,1144
1430,13498
1430,7616
1430,13379
1430,7288
1431,10156
1431,9171
1431,18884
1431,10465
1431,7404
1431,18178
1431,8007
1431,10264
1431,867
1431,1396
1431,19535
1433,10619
1433,1936
1435,14856
1432,17986
1432,1869
1432,19270
1432,8593
1432,17976
1437,16980
1437,3370
1441,11972
1444,19039
1445,2478
1447,2236
1447,19164
1447,18408
1447,1440
1447,1256
1447,16625
1447,1332
1450,15459
1450,1826
1449,12459
1449,688
1452,18923
1452,1345
1452,3994
1455,7703
1456,12535
1458,1950
1458,6362
1458,8436
1458,12740
1458,1875
1458,344
1459,4
1463,1111
1467,1504
1467,1671
1465,950
1465,12510
1465,2033
1465,4430
1465,1800
1465,1602
1469,4487
1469,4746
1471,10678
1471,8349
1471,4702
1471,12625
1471,12535
1471,1456
1473,558
1472,4927
1472,8523
1472,2399
1472,2376
1472,3081
1472,3308
1474,238
1476,2140
1476,8996
1476,7164
1479,11907
1480,3776
1480,2205
1480,7675
1483,11174
1483,8170
1483,9833
1485,1984
1485,1692
1485,1730
1485,6996
1485,1318
1485,1530
1486,1035
1490,18132
1499,17183
1499,4464
1503,12552
1503,14184
1503,686
1503,12276
1503,625
1503,739
1503,341
1503,433
1506,157
1506,281
1507,4289
1507,17901
1507,10635
1507,4719
1507,1620
1507,18578
1508,19614
1508,1159
1509,6991
1511,16741
1514,3038
1514,259
1519,18621
1519,17213
1521,2218
1524,17966
1524,19161
1523,8202
1523,936
1523,7686
