idA1,idA2,idP
293,469,4772
293,369,4772
293,9160,4772
1430,5886,4774
5886,1430,4774
14761,16005,4776
14761,13714,4776
16005,14761,4776
16005,13714,4776
13714,14761,4776
13714,16005,4776
436,16867,4777
436,2520,4777
436,10418,4777
436,6094,4777
16867,436,4777
16867,2520,4777
16867,10418,4777
16867,6094,4777
2520,436,4777
2520,16867,4777
2520,10418,4777
2520,6094,4777
10418,436,4777
10418,16867,4777
10418,2520,4777
10418,6094,4777
6094,436,4777
6094,16867,4777
6094,2520,4777
6094,10418,4777
11637,16538,4778
11637,666,4778
11637,4400,4778
16538,11637,4778
16538,666,4778
16538,4400,4778
666,11637,4778
666,16538,4778
666,4400,4778
4400,11637,4778
4400,16538,4778
4400,666,4778
18013,15512,4779
18013,15844,4779
18013,15506,4779
15512,18013,4779
15512,15844,4779
15512,15506,4779
15844,18013,4779
15844,15512,4779
15844,15506,4779
15506,18013,4779
15506,15512,4779
15506,15844,4779
13238,10824,4780
10824,13238,4780
2809,2929,4781
2929,2809,4781
14707,1302,4782
14707,14042,4782
1302,14707,4782
1302,14042,4782
14042,14707,4782
14042,1302,4782
10188,10160,4783
10188,4465,4783
10188,4184,4783
10160,10188,4783
10160,4465,4783
10160,4184,4783
4465,10188,4783
4465,10160,4783
4465,4184,4783
4184,10188,4783
4184,10160,4783
4184,4465,4783
17639,8302,4784
17639,13293,4784
8302,17639,4784
8302,13293,4784
13293,17639,4784
13293,8302,4784
12108,3225,4785
12108,2792,4785
12108,12085,4785
12108,13367,4785
3225,12108,4785
3225,2792,4785
3225,12085,4785
3225,13367,4785
2792,12108,4785
2792,3225,4785
2792,12085,4785
2792,13367,4785
12085,12108,4785
12085,3225,4785
12085,2792,4785
12085,13367,4785
13367,12108,4785
13367,3225,4785
13367,2792,4785
13367,12085,4785
1558,11153,4786
1558,3391,4786
11153,1558,4786
11153,3391,4786
3391,1558,4786
3391,11153,4786
6711,9961,4787
6711,16526,4787
9961,6711,4787
9961,16526,4787
16526,6711,4787
16526,9961,4787
13922,4184,4788
13922,6403,4788
4184,13922,4788
4184,6403,4788
6403,13922,4788
6403,4184,4788
73,13125,4789
73,18056,4789
13125,73,4789
13125,18056,4789
18056,73,4789
18056,13125,4789
16064,11033,4790
11033,16064,4790
11629,9943,4791
11629,4895,4791
9943,11629,4791
9943,4895,4791
4895,11629,4791
4895,9943,4791
7366,1224,4792
7366,10040,4792
7366,13307,4792
1224,7366,4792
1224,10040,4792
1224,13307,4792
10040,7366,4792
10040,1224,4792
10040,13307,4792
13307,7366,4792
13307,1224,4792
13307,10040,4792
8659,15372,4793
8659,2919,4793
8659,6942,4793
15372,8659,4793
15372,2919,4793
15372,6942,4793
2919,8659,4793
2919,15372,4793
2919,6942,4793
6942,8659,4793
6942,15372,4793
6942,2919,4793
14219,17678,4794
14219,5680,4794
14219,11920,4794
17678,14219,4794
17678,5680,4794
17678,11920,4794
5680,14219,4794
5680,17678,4794
5680,11920,4794
11920,14219,4794
11920,17678,4794
11920,5680,4794
2242,12683,4795
2242,11020,4795
12683,2242,4795
12683,11020,4795
11020,2242,4795
11020,12683,4795
9988,7955,4796
9988,6748,4796
9988,16057,4796
7955,9988,4796
7955,6748,4796
7955,16057,4796
6748,9988,4796
6748,7955,4796
6748,16057,4796
16057,9988,4796
16057,7955,4796
16057,6748,4796
5957,2044,4797
2044,5957,4797
9822,7968,4798
7968,9822,4798
5144,4682,4799
5144,5737,4799
4682,5144,4799
4682,5737,4799
5737,5144,4799
5737,4682,4799
16498,15926,4800
16498,11080,4800
16498,10443,4800
16498,10194,4800
15926,16498,4800
15926,11080,4800
15926,10443,4800
15926,10194,4800
11080,16498,4800
11080,15926,4800
11080,10443,4800
11080,10194,4800
10443,16498,4800
10443,15926,4800
10443,11080,4800
10443,10194,4800
10194,16498,4800
10194,15926,4800
10194,11080,4800
10194,10443,4800
5106,4361,4801
4361,5106,4801
15979,15831,4802
15831,15979,4802
6389,13459,4803
13459,6389,4803
11459,2875,4805
11459,5527,4805
2875,11459,4805
2875,5527,4805
5527,11459,4805
5527,2875,4805
7784,12593,4806
7784,5914,4806
12593,7784,4806
12593,5914,4806
5914,7784,4806
5914,12593,4806
15746,8533,4807
8533,15746,4807
10124,11074,4808
10124,8638,4808
10124,3702,4808
11074,10124,4808
11074,8638,4808
11074,3702,4808
8638,10124,4808
8638,11074,4808
8638,3702,4808
3702,10124,4808
3702,11074,4808
3702,8638,4808
9999,6635,4809
6635,9999,4809
2593,7254,4810
2593,15006,4810
2593,5735,4810
7254,2593,4810
7254,15006,4810
7254,5735,4810
15006,2593,4810
15006,7254,4810
15006,5735,4810
5735,2593,4810
5735,7254,4810
5735,15006,4810
4763,15782,4811
4763,2106,4811
4763,5559,4811
15782,4763,4811
15782,2106,4811
15782,5559,4811
2106,4763,4811
2106,15782,4811
2106,5559,4811
5559,4763,4811
5559,15782,4811
5559,2106,4811
1430,5886,4812
5886,1430,4812
6517,15265,4813
6517,13832,4813
6517,3500,4813
6517,15935,4813
6517,9112,4813
15265,6517,4813
15265,13832,4813
15265,3500,4813
15265,15935,4813
15265,9112,4813
13832,6517,4813
13832,15265,4813
13832,3500,4813
13832,15935,4813
13832,9112,4813
3500,6517,4813
3500,15265,4813
3500,13832,4813
3500,15935,4813
3500,9112,4813
15935,6517,4813
15935,15265,4813
15935,13832,4813
15935,3500,4813
15935,9112,4813
9112,6517,4813
9112,15265,4813
9112,13832,4813
9112,3500,4813
9112,15935,4813
18015,16559,4815
18015,4049,4815
18015,4903,4815
16559,18015,4815
16559,4049,4815
16559,4903,4815
4049,18015,4815
4049,16559,4815
4049,4903,4815
4903,18015,4815
4903,16559,4815
4903,4049,4815
15798,1331,4816
15798,6644,4816
15798,931,4816
15798,12643,4816
15798,13986,4816
15798,16527,4816
1331,15798,4816
1331,6644,4816
1331,931,4816
1331,12643,4816
1331,13986,4816
1331,16527,4816
6644,15798,4816
6644,1331,4816
6644,931,4816
6644,12643,4816
6644,13986,4816
6644,16527,4816
931,15798,4816
931,1331,4816
931,6644,4816
931,12643,4816
931,13986,4816
931,16527,4816
12643,15798,4816
12643,1331,4816
12643,6644,4816
12643,931,4816
12643,13986,4816
12643,16527,4816
13986,15798,4816
13986,1331,4816
13986,6644,4816
13986,931,4816
13986,12643,4816
13986,16527,4816
16527,15798,4816
16527,1331,4816
16527,6644,4816
16527,931,4816
16527,12643,4816
16527,13986,4816
3555,13584,4817
3555,4123,4817
3555,8648,4817
3555,5743,4817
13584,3555,4817
13584,4123,4817
13584,8648,4817
13584,5743,4817
4123,3555,4817
4123,13584,4817
4123,8648,4817
4123,5743,4817
8648,3555,4817
8648,13584,4817
8648,4123,4817
8648,5743,4817
5743,3555,4817
5743,13584,4817
5743,4123,4817
5743,8648,4817
7694,10786,4819
10786,7694,4819
9160,12879,4820
9160,4700,4820
9160,9850,4820
9160,293,4820
12879,9160,4820
12879,4700,4820
12879,9850,4820
12879,293,4820
4700,9160,4820
4700,12879,4820
4700,9850,4820
4700,293,4820
9850,9160,4820
9850,12879,4820
9850,4700,4820
9850,293,4820
293,9160,4820
293,12879,4820
293,4700,4820
293,9850,4820
12885,9966,4822
12885,15982,4822
9966,12885,4822
9966,15982,4822
15982,12885,4822
15982,9966,4822
16904,7263,4823
16904,30,4823
16904,9912,4823
16904,15064,4823
16904,1610,4823
16904,6663,4823
16904,13127,4823
16904,3966,4823
16904,7177,4823
16904,5751,4823
7263,16904,4823
7263,30,4823
7263,9912,4823
7263,15064,4823
7263,1610,4823
7263,6663,4823
7263,13127,4823
7263,3966,4823
7263,7177,4823
7263,5751,4823
30,16904,4823
30,7263,4823
30,9912,4823
30,15064,4823
30,1610,4823
30,6663,4823
30,13127,4823
30,3966,4823
30,7177,4823
30,5751,4823
9912,16904,4823
9912,7263,4823
9912,30,4823
9912,15064,4823
9912,1610,4823
9912,6663,4823
9912,13127,4823
9912,3966,4823
9912,7177,4823
9912,5751,4823
15064,16904,4823
15064,7263,4823
15064,30,4823
15064,9912,4823
15064,1610,4823
15064,6663,4823
15064,13127,4823
15064,3966,4823
15064,7177,4823
15064,5751,4823
1610,16904,4823
1610,7263,4823
1610,30,4823
1610,9912,4823
1610,15064,4823
1610,6663,4823
1610,13127,4823
1610,3966,4823
1610,7177,4823
1610,5751,4823
6663,16904,4823
6663,7263,4823
6663,30,4823
6663,9912,4823
6663,15064,4823
6663,1610,4823
6663,13127,4823
6663,3966,4823
6663,7177,4823
6663,5751,4823
13127,16904,4823
13127,7263,4823
13127,30,4823
13127,9912,4823
13127,15064,4823
13127,1610,4823
13127,6663,4823
13127,3966,4823
13127,7177,4823
13127,5751,4823
3966,16904,4823
3966,7263,4823
3966,30,4823
3966,9912,4823
3966,15064,4823
3966,1610,4823
3966,6663,4823
3966,13127,4823
3966,7177,4823
3966,5751,4823
7177,16904,4823
7177,7263,4823
7177,30,4823
7177,9912,4823
7177,15064,4823
7177,1610,4823
7177,6663,4823
7177,13127,4823
7177,3966,4823
7177,5751,4823
5751,16904,4823
5751,7263,4823
5751,30,4823
5751,9912,4823
5751,15064,4823
5751,1610,4823
5751,6663,4823
5751,13127,4823
5751,3966,4823
5751,7177,4823
14210,17913,4824
14210,10625,4824
14210,17724,4824
14210,8341,4824
14210,17923,4824
17913,14210,4824
17913,10625,4824
17913,17724,4824
17913,8341,4824
17913,17923,4824
10625,14210,4824
10625,17913,4824
10625,17724,4824
10625,8341,4824
10625,17923,4824
17724,14210,4824
17724,17913,4824
17724,10625,4824
17724,8341,4824
17724,17923,4824
8341,14210,4824
8341,17913,4824
8341,10625,4824
8341,17724,4824
8341,17923,4824
17923,14210,4824
17923,17913,4824
17923,10625,4824
17923,17724,4824
17923,8341,4824
11331,6942,4826
6942,11331,4826
1339,6086,4827
1339,7780,4827
1339,5924,4827
6086,1339,4827
6086,7780,4827
6086,5924,4827
7780,1339,4827
7780,6086,4827
7780,5924,4827
5924,1339,4827
5924,6086,4827
5924,7780,4827
1362,9828,4829
1362,5914,4829
1362,762,4829
1362,9895,4829
9828,1362,4829
9828,5914,4829
9828,762,4829
9828,9895,4829
5914,1362,4829
5914,9828,4829
5914,762,4829
5914,9895,4829
762,1362,4829
762,9828,4829
762,5914,4829
762,9895,4829
9895,1362,4829
9895,9828,4829
9895,5914,4829
9895,762,4829
17865,13061,4830
17865,16593,4830
17865,17585,4830
17865,5621,4830
13061,17865,4830
13061,16593,4830
13061,17585,4830
13061,5621,4830
16593,17865,4830
16593,13061,4830
16593,17585,4830
16593,5621,4830
17585,17865,4830
17585,13061,4830
17585,16593,4830
17585,5621,4830
5621,17865,4830
5621,13061,4830
5621,16593,4830
5621,17585,4830
2625,2606,4831
2625,9018,4831
2606,2625,4831
2606,9018,4831
9018,2625,4831
9018,2606,4831
7153,1556,4832
1556,7153,4832
14928,2230,4833
14928,4855,4833
2230,14928,4833
2230,4855,4833
4855,14928,4833
4855,2230,4833
3225,12081,4834
3225,15372,4834
3225,10183,4834
3225,4403,4834
3225,12085,4834
12081,3225,4834
12081,15372,4834
12081,10183,4834
12081,4403,4834
12081,12085,4834
15372,3225,4834
15372,12081,4834
15372,10183,4834
15372,4403,4834
15372,12085,4834
10183,3225,4834
10183,12081,4834
10183,15372,4834
10183,4403,4834
10183,12085,4834
4403,3225,4834
4403,12081,4834
4403,15372,4834
4403,10183,4834
4403,12085,4834
12085,3225,4834
12085,12081,4834
12085,15372,4834
12085,10183,4834
12085,4403,4834
6161,9145,4835
9145,6161,4835
11258,7706,4836
11258,4719,4836
11258,4146,4836
11258,13679,4836
7706,11258,4836
7706,4719,4836
7706,4146,4836
7706,13679,4836
4719,11258,4836
4719,7706,4836
4719,4146,4836
4719,13679,4836
4146,11258,4836
4146,7706,4836
4146,4719,4836
4146,13679,4836
13679,11258,4836
13679,7706,4836
13679,4719,4836
13679,4146,4836
431,7687,4837
431,7031,4837
7687,431,4837
7687,7031,4837
7031,431,4837
7031,7687,4837
8729,2531,4838
8729,3225,4838
8729,12085,4838
8729,15912,4838
2531,8729,4838
2531,3225,4838
2531,12085,4838
2531,15912,4838
3225,8729,4838
3225,2531,4838
3225,12085,4838
3225,15912,4838
12085,8729,4838
12085,2531,4838
12085,3225,4838
12085,15912,4838
15912,8729,4838
15912,2531,4838
15912,3225,4838
15912,12085,4838
4144,7140,4839
4144,15554,4839
7140,4144,4839
7140,15554,4839
15554,4144,4839
15554,7140,4839
1115,10863,4840
1115,1113,4840
1115,4625,4840
10863,1115,4840
10863,1113,4840
10863,4625,4840
1113,1115,4840
1113,10863,4840
1113,4625,4840
4625,1115,4840
4625,10863,4840
4625,1113,4840
3276,9684,4841
9684,3276,4841
12009,12830,4842
12830,12009,4842
6473,4183,4843
6473,12577,4843
6473,3591,4843
4183,6473,4843
4183,12577,4843
4183,3591,4843
12577,6473,4843
12577,4183,4843
12577,3591,4843
3591,6473,4843
3591,4183,4843
3591,12577,4843
10090,7145,4845
7145,10090,4845
15394,7137,4846
7137,15394,4846
3362,3158,4847
3362,12300,4847
3158,3362,4847
3158,12300,4847
12300,3362,4847
12300,3158,4847
7385,17018,4848
7385,15701,4848
17018,7385,4848
17018,15701,4848
15701,7385,4848
15701,17018,4848
13188,6356,4850
13188,16295,4850
13188,8607,4850
13188,215,4850
6356,13188,4850
6356,16295,4850
6356,8607,4850
6356,215,4850
16295,13188,4850
16295,6356,4850
16295,8607,4850
16295,215,4850
8607,13188,4850
8607,6356,4850
8607,16295,4850
8607,215,4850
215,13188,4850
215,6356,4850
215,16295,4850
215,8607,4850
17227,9683,4851
9683,17227,4851
16278,11769,4852
16278,10023,4852
11769,16278,4852
11769,10023,4852
10023,16278,4852
10023,11769,4852
410,11176,4853
410,11920,4853
410,3155,4853
410,5743,4853
11176,410,4853
11176,11920,4853
11176,3155,4853
11176,5743,4853
11920,410,4853
11920,11176,4853
11920,3155,4853
11920,5743,4853
3155,410,4853
3155,11176,4853
3155,11920,4853
3155,5743,4853
5743,410,4853
5743,11176,4853
5743,11920,4853
5743,3155,4853
13797,3201,4855
3201,13797,4855
10490,10987,4856
10490,15018,4856
10987,10490,4856
10987,15018,4856
15018,10490,4856
15018,10987,4856
12368,10244,4857
12368,12746,4857
12368,1579,4857
12368,15376,4857
10244,12368,4857
10244,12746,4857
10244,1579,4857
10244,15376,4857
12746,12368,4857
12746,10244,4857
12746,1579,4857
12746,15376,4857
1579,12368,4857
1579,10244,4857
1579,12746,4857
1579,15376,4857
15376,12368,4857
15376,10244,4857
15376,12746,4857
15376,1579,4857
3293,48,4859
3293,16402,4859
3293,14,4859
3293,3276,4859
48,3293,4859
48,16402,4859
48,14,4859
48,3276,4859
16402,3293,4859
16402,48,4859
16402,14,4859
16402,3276,4859
14,3293,4859
14,48,4859
14,16402,4859
14,3276,4859
3276,3293,4859
3276,48,4859
3276,16402,4859
3276,14,4859
8302,7148,4860
8302,2276,4860
8302,2765,4860
7148,8302,4860
7148,2276,4860
7148,2765,4860
2276,8302,4860
2276,7148,4860
2276,2765,4860
2765,8302,4860
2765,7148,4860
2765,2276,4860
9250,163,4861
9250,12683,4861
163,9250,4861
163,12683,4861
12683,9250,4861
12683,163,4861
6472,12755,4862
6472,3630,4862
6472,15010,4862
6472,16873,4862
6472,3636,4862
6472,10417,4862
12755,6472,4862
12755,3630,4862
12755,15010,4862
12755,16873,4862
12755,3636,4862
12755,10417,4862
3630,6472,4862
3630,12755,4862
3630,15010,4862
3630,16873,4862
3630,3636,4862
3630,10417,4862
15010,6472,4862
15010,12755,4862
15010,3630,4862
15010,16873,4862
15010,3636,4862
15010,10417,4862
16873,6472,4862
16873,12755,4862
16873,3630,4862
16873,15010,4862
16873,3636,4862
16873,10417,4862
3636,6472,4862
3636,12755,4862
3636,3630,4862
3636,15010,4862
3636,16873,4862
3636,10417,4862
10417,6472,4862
10417,12755,4862
10417,3630,4862
10417,15010,4862
10417,16873,4862
10417,3636,4862
16603,1126,4863
16603,9550,4863
16603,17101,4863
16603,7391,4863
16603,9545,4863
1126,16603,4863
1126,9550,4863
1126,17101,4863
1126,7391,4863
1126,9545,4863
9550,16603,4863
9550,1126,4863
9550,17101,4863
9550,7391,4863
9550,9545,4863
17101,16603,4863
17101,1126,4863
17101,9550,4863
17101,7391,4863
17101,9545,4863
7391,16603,4863
7391,1126,4863
7391,9550,4863
7391,17101,4863
7391,9545,4863
9545,16603,4863
9545,1126,4863
9545,9550,4863
9545,17101,4863
9545,7391,4863
4102,3073,4865
3073,4102,4865
8418,7016,4866
8418,4467,4866
8418,3199,4866
8418,15244,4866
7016,8418,4866
7016,4467,4866
7016,3199,4866
7016,15244,4866
4467,8418,4866
4467,7016,4866
4467,3199,4866
4467,15244,4866
3199,8418,4866
3199,7016,4866
3199,4467,4866
3199,15244,4866
15244,8418,4866
15244,7016,4866
15244,4467,4866
15244,3199,4866
11140,10123,4867
10123,11140,4867
7836,2088,4869
2088,7836,4869
11487,14229,4870
11487,977,4870
11487,814,4870
11487,7831,4870
14229,11487,4870
14229,977,4870
14229,814,4870
14229,7831,4870
977,11487,4870
977,14229,4870
977,814,4870
977,7831,4870
814,11487,4870
814,14229,4870
814,977,4870
814,7831,4870
7831,11487,4870
7831,14229,4870
7831,977,4870
7831,814,4870
16736,9751,4871
16736,9545,4871
16736,12678,4871
9751,16736,4871
9751,9545,4871
9751,12678,4871
9545,16736,4871
9545,9751,4871
9545,12678,4871
12678,16736,4871
12678,9751,4871
12678,9545,4871
17562,17818,4872
17562,17820,4872
17562,6350,4872
17562,17828,4872
17562,16695,4872
17818,17562,4872
17818,17820,4872
17818,6350,4872
17818,17828,4872
17818,16695,4872
17820,17562,4872
17820,17818,4872
17820,6350,4872
17820,17828,4872
17820,16695,4872
6350,17562,4872
6350,17818,4872
6350,17820,4872
6350,17828,4872
6350,16695,4872
17828,17562,4872
17828,17818,4872
17828,17820,4872
17828,6350,4872
17828,16695,4872
16695,17562,4872
16695,17818,4872
16695,17820,4872
16695,6350,4872
16695,17828,4872
8244,4732,4873
8244,13172,4873
4732,8244,4873
4732,13172,4873
13172,8244,4873
13172,4732,4873
1580,15995,4874
1580,5743,4874
1580,6465,4874
15995,1580,4874
15995,5743,4874
15995,6465,4874
5743,1580,4874
5743,15995,4874
5743,6465,4874
6465,1580,4874
6465,15995,4874
6465,5743,4874
12198,16294,4875
12198,13128,4875
12198,14934,4875
12198,9895,4875
16294,12198,4875
16294,13128,4875
16294,14934,4875
16294,9895,4875
13128,12198,4875
13128,16294,4875
13128,14934,4875
13128,9895,4875
14934,12198,4875
14934,16294,4875
14934,13128,4875
14934,9895,4875
9895,12198,4875
9895,16294,4875
9895,13128,4875
9895,14934,4875
17566,8817,4876
8817,17566,4876
3844,7875,4877
7875,3844,4877
5058,215,4878
5058,3118,4878
215,5058,4878
215,3118,4878
3118,5058,4878
3118,215,4878
4438,8195,4879
4438,12417,4879
4438,13099,4879
4438,16525,4879
4438,2416,4879
4438,3276,4879
8195,4438,4879
8195,12417,4879
8195,13099,4879
8195,16525,4879
8195,2416,4879
8195,3276,4879
12417,4438,4879
12417,8195,4879
12417,13099,4879
12417,16525,4879
12417,2416,4879
12417,3276,4879
13099,4438,4879
13099,8195,4879
13099,12417,4879
13099,16525,4879
13099,2416,4879
13099,3276,4879
16525,4438,4879
16525,8195,4879
16525,12417,4879
16525,13099,4879
16525,2416,4879
16525,3276,4879
2416,4438,4879
2416,8195,4879
2416,12417,4879
2416,13099,4879
2416,16525,4879
2416,3276,4879
3276,4438,4879
3276,8195,4879
3276,12417,4879
3276,13099,4879
3276,16525,4879
3276,2416,4879
10526,9419,4880
9419,10526,4880
9925,2973,4881
2973,9925,4881
17770,6300,4882
17770,15280,4882
17770,8390,4882
17770,8412,4882
6300,17770,4882
6300,15280,4882
6300,8390,4882
6300,8412,4882
15280,17770,4882
15280,6300,4882
15280,8390,4882
15280,8412,4882
8390,17770,4882
8390,6300,4882
8390,15280,4882
8390,8412,4882
8412,17770,4882
8412,6300,4882
8412,15280,4882
8412,8390,4882
10019,14549,4883
10019,15521,4883
14549,10019,4883
14549,15521,4883
15521,10019,4883
15521,14549,4883
13126,16935,4884
13126,5597,4884
16935,13126,4884
16935,5597,4884
5597,13126,4884
5597,16935,4884
13565,9945,4885
9945,13565,4885
7978,10807,4886
10807,7978,4886
4867,9740,4887
4867,3527,4887
4867,7159,4887
4867,10678,4887
9740,4867,4887
9740,3527,4887
9740,7159,4887
9740,10678,4887
3527,4867,4887
3527,9740,4887
3527,7159,4887
3527,10678,4887
7159,4867,4887
7159,9740,4887
7159,3527,4887
7159,10678,4887
10678,4867,4887
10678,9740,4887
10678,3527,4887
10678,7159,4887
15451,14411,4888
15451,15260,4888
14411,15451,4888
14411,15260,4888
15260,15451,4888
15260,14411,4888
2744,13896,4890
2744,3848,4890
2744,9171,4890
13896,2744,4890
13896,3848,4890
13896,9171,4890
3848,2744,4890
3848,13896,4890
3848,9171,4890
9171,2744,4890
9171,13896,4890
9171,3848,4890
14018,9734,4891
14018,5566,4891
9734,14018,4891
9734,5566,4891
5566,14018,4891
5566,9734,4891
479,13982,4892
479,13372,4892
479,12134,4892
13982,479,4892
13982,13372,4892
13982,12134,4892
13372,479,4892
13372,13982,4892
13372,12134,4892
12134,479,4892
12134,13982,4892
12134,13372,4892
15657,17737,4893
15657,6577,4893
15657,16084,4893
15657,11360,4893
17737,15657,4893
17737,6577,4893
17737,16084,4893
17737,11360,4893
6577,15657,4893
6577,17737,4893
6577,16084,4893
6577,11360,4893
16084,15657,4893
16084,17737,4893
16084,6577,4893
16084,11360,4893
11360,15657,4893
11360,17737,4893
11360,6577,4893
11360,16084,4893
10993,687,4894
10993,16897,4894
687,10993,4894
687,16897,4894
16897,10993,4894
16897,687,4894
12984,17110,4895
12984,17124,4895
12984,7341,4895
12984,6123,4895
17110,12984,4895
17110,17124,4895
17110,7341,4895
17110,6123,4895
17124,12984,4895
17124,17110,4895
17124,7341,4895
17124,6123,4895
7341,12984,4895
7341,17110,4895
7341,17124,4895
7341,6123,4895
6123,12984,4895
6123,17110,4895
6123,17124,4895
6123,7341,4895
7728,10186,4896
7728,5562,4896
10186,7728,4896
10186,5562,4896
5562,7728,4896
5562,10186,4896
10632,16075,4897
10632,16084,4897
16075,10632,4897
16075,16084,4897
16084,10632,4897
16084,16075,4897
6441,16018,4898
6441,4126,4898
6441,11638,4898
6441,3201,4898
16018,6441,4898
16018,4126,4898
16018,11638,4898
16018,3201,4898
4126,6441,4898
4126,16018,4898
4126,11638,4898
4126,3201,4898
11638,6441,4898
11638,16018,4898
11638,4126,4898
11638,3201,4898
3201,6441,4898
3201,16018,4898
3201,4126,4898
3201,11638,4898
7337,6492,4899
6492,7337,4899
12754,11176,4900
12754,10472,4900
12754,778,4900
12754,16897,4900
11176,12754,4900
11176,10472,4900
11176,778,4900
11176,16897,4900
10472,12754,4900
10472,11176,4900
10472,778,4900
10472,16897,4900
778,12754,4900
778,11176,4900
778,10472,4900
778,16897,4900
16897,12754,4900
16897,11176,4900
16897,10472,4900
16897,778,4900
14059,11072,4901
11072,14059,4901
5951,14411,4902
14411,5951,4902
15998,7692,4904
15998,7714,4904
15998,3211,4904
15998,1119,4904
15998,15726,4904
7692,15998,4904
7692,7714,4904
7692,3211,4904
7692,1119,4904
7692,15726,4904
7714,15998,4904
7714,7692,4904
7714,3211,4904
7714,1119,4904
7714,15726,4904
3211,15998,4904
3211,7692,4904
3211,7714,4904
3211,1119,4904
3211,15726,4904
1119,15998,4904
1119,7692,4904
1119,7714,4904
1119,3211,4904
1119,15726,4904
15726,15998,4904
15726,7692,4904
15726,7714,4904
15726,3211,4904
15726,1119,4904
5752,3201,4905
3201,5752,4905
11861,11042,4906
11042,11861,4906
16582,13104,4907
16582,48,4907
13104,16582,4907
13104,48,4907
48,16582,4907
48,13104,4907
10858,15390,4908
10858,9565,4908
15390,10858,4908
15390,9565,4908
9565,10858,4908
9565,15390,4908
12148,10313,4909
12148,13673,4909
12148,11718,4909
12148,8616,4909
10313,12148,4909
10313,13673,4909
10313,11718,4909
10313,8616,4909
13673,12148,4909
13673,10313,4909
13673,11718,4909
13673,8616,4909
11718,12148,4909
11718,10313,4909
11718,13673,4909
11718,8616,4909
8616,12148,4909
8616,10313,4909
8616,13673,4909
8616,11718,4909
4686,1584,4910
4686,16491,4910
1584,4686,4910
1584,16491,4910
16491,4686,4910
16491,1584,4910
8775,5595,4912
8775,17737,4912
8775,16084,4912
5595,8775,4912
5595,17737,4912
5595,16084,4912
17737,8775,4912
17737,5595,4912
17737,16084,4912
16084,8775,4912
16084,5595,4912
16084,17737,4912
9871,1362,4913
9871,762,4913
9871,9895,4913
1362,9871,4913
1362,762,4913
1362,9895,4913
762,9871,4913
762,1362,4913
762,9895,4913
9895,9871,4913
9895,1362,4913
9895,762,4913
13014,7605,4914
13014,18186,4914
7605,13014,4914
7605,18186,4914
18186,13014,4914
18186,7605,4914
14835,10291,4915
14835,17930,4915
14835,15688,4915
14835,10379,4915
10291,14835,4915
10291,17930,4915
10291,15688,4915
10291,10379,4915
17930,14835,4915
17930,10291,4915
17930,15688,4915
17930,10379,4915
15688,14835,4915
15688,10291,4915
15688,17930,4915
15688,10379,4915
10379,14835,4915
10379,10291,4915
10379,17930,4915
10379,15688,4915
3556,14499,4916
3556,3413,4916
3556,2901,4916
14499,3556,4916
14499,3413,4916
14499,2901,4916
3413,3556,4916
3413,14499,4916
3413,2901,4916
2901,3556,4916
2901,14499,4916
2901,3413,4916
5811,10802,4917
5811,3707,4917
10802,5811,4917
10802,3707,4917
3707,5811,4917
3707,10802,4917
5646,4594,4918
5646,1138,4918
4594,5646,4918
4594,1138,4918
1138,5646,4918
1138,4594,4918
8879,9421,4919
9421,8879,4919
3934,11429,4920
3934,11920,4920
3934,1751,4920
3934,10379,4920
11429,3934,4920
11429,11920,4920
11429,1751,4920
11429,10379,4920
11920,3934,4920
11920,11429,4920
11920,1751,4920
11920,10379,4920
1751,3934,4920
1751,11429,4920
1751,11920,4920
1751,10379,4920
10379,3934,4920
10379,11429,4920
10379,11920,4920
10379,1751,4920
4463,10653,4921
10653,4463,4921
4165,12404,4922
4165,8568,4922
12404,4165,4922
12404,8568,4922
8568,4165,4922
8568,12404,4922
7796,15982,4923
7796,14969,4923
7796,15813,4923
15982,7796,4923
15982,14969,4923
15982,15813,4923
14969,7796,4923
14969,15982,4923
14969,15813,4923
15813,7796,4923
15813,15982,4923
15813,14969,4923
18251,9145,4925
18251,15075,4925
18251,1355,4925
9145,18251,4925
9145,15075,4925
9145,1355,4925
15075,18251,4925
15075,9145,4925
15075,1355,4925
1355,18251,4925
1355,9145,4925
1355,15075,4925
13183,990,4926
13183,13159,4926
990,13183,4926
990,13159,4926
13159,13183,4926
13159,990,4926
15401,7665,4927
15401,16485,4927
7665,15401,4927
7665,16485,4927
16485,15401,4927
16485,7665,4927
10715,2821,4928
2821,10715,4928
6094,2520,4929
6094,5743,4929
2520,6094,4929
2520,5743,4929
5743,6094,4929
5743,2520,4929
12404,9634,4930
12404,4816,4930
12404,10273,4930
9634,12404,4930
9634,4816,4930
9634,10273,4930
4816,12404,4930
4816,9634,4930
4816,10273,4930
10273,12404,4930
10273,9634,4930
10273,4816,4930
15036,111,4931
15036,14027,4931
111,15036,4931
111,14027,4931
14027,15036,4931
14027,111,4931
10859,17075,4932
10859,11851,4932
10859,4097,4932
10859,9634,4932
17075,10859,4932
17075,11851,4932
17075,4097,4932
17075,9634,4932
11851,10859,4932
11851,17075,4932
11851,4097,4932
11851,9634,4932
4097,10859,4932
4097,17075,4932
4097,11851,4932
4097,9634,4932
9634,10859,4932
9634,17075,4932
9634,11851,4932
9634,4097,4932
9646,6177,4933
9646,11655,4933
9646,17363,4933
