idA1,idA2,idP
16318,1264,6462
16318,95,6462
16318,8529,6462
16318,1446,6462
16318,12508,6462
16318,11017,6462
16318,9275,6462
1231,8275,6463
1231,7232,6463
1231,13580,6463
1231,13619,6463
8275,1231,6463
8275,7232,6463
8275,13580,6463
8275,13619,6463
7232,1231,6463
7232,8275,6463
7232,13580,6463
7232,13619,6463
13580,1231,6463
13580,8275,6463
13580,7232,6463
13580,13619,6463
13619,1231,6463
13619,8275,6463
13619,7232,6463
13619,13580,6463
8287,3211,6464
3211,8287,6464
15705,4962,6465
15705,6591,6465
15705,13961,6465
15705,1180,6465
15705,11180,6465
15705,9895,6465
15705,14934,6465
4962,15705,6465
4962,6591,6465
4962,13961,6465
4962,1180,6465
4962,11180,6465
4962,9895,6465
4962,14934,6465
6591,15705,6465
6591,4962,6465
6591,13961,6465
6591,1180,6465
6591,11180,6465
6591,9895,6465
6591,14934,6465
13961,15705,6465
13961,4962,6465
13961,6591,6465
13961,1180,6465
13961,11180,6465
13961,9895,6465
13961,14934,6465
1180,15705,6465
1180,4962,6465
1180,6591,6465
1180,13961,6465
1180,11180,6465
1180,9895,6465
1180,14934,6465
11180,15705,6465
11180,4962,6465
11180,6591,6465
11180,13961,6465
11180,1180,6465
11180,9895,6465
11180,14934,6465
9895,15705,6465
9895,4962,6465
9895,6591,6465
9895,13961,6465
9895,1180,6465
9895,11180,6465
9895,14934,6465
14934,15705,6465
14934,4962,6465
14934,6591,6465
14934,13961,6465
14934,1180,6465
14934,11180,6465
14934,9895,6465
6108,3580,6466
3580,6108,6466
2062,7884,6467
2062,1828,6467
2062,5673,6467
2062,2821,6467
7884,2062,6467
7884,1828,6467
7884,5673,6467
7884,2821,6467
1828,2062,6467
1828,7884,6467
1828,5673,6467
1828,2821,6467
5673,2062,6467
5673,7884,6467
5673,1828,6467
5673,2821,6467
2821,2062,6467
2821,7884,6467
2821,1828,6467
2821,5673,6467
17806,6205,6468
17806,9415,6468
6205,17806,6468
6205,9415,6468
9415,17806,6468
9415,6205,6468
6554,7363,6469
6554,18072,6469
7363,6554,6469
7363,18072,6469
18072,6554,6469
18072,7363,6469
4801,6130,6470
4801,9171,6470
6130,4801,6470
6130,9171,6470
9171,4801,6470
9171,6130,6470
9082,3586,6471
9082,10298,6471
9082,730,6471
9082,307,6471
9082,5914,6471
3586,9082,6471
3586,10298,6471
3586,730,6471
3586,307,6471
3586,5914,6471
10298,9082,6471
10298,3586,6471
10298,730,6471
10298,307,6471
10298,5914,6471
730,9082,6471
730,3586,6471
730,10298,6471
730,307,6471
730,5914,6471
307,9082,6471
307,3586,6471
307,10298,6471
307,730,6471
307,5914,6471
5914,9082,6471
5914,3586,6471
5914,10298,6471
5914,730,6471
5914,307,6471
7313,6847,6472
7313,6734,6472
6847,7313,6472
6847,6734,6472
6734,7313,6472
6734,6847,6472
17871,2297,6473
17871,1704,6473
17871,14530,6473
2297,17871,6473
2297,1704,6473
2297,14530,6473
1704,17871,6473
1704,2297,6473
1704,14530,6473
14530,17871,6473
14530,2297,6473
14530,1704,6473
10756,5107,6474
10756,7484,6474
10756,13194,6474
5107,10756,6474
5107,7484,6474
5107,13194,6474
7484,10756,6474
7484,5107,6474
7484,13194,6474
13194,10756,6474
13194,5107,6474
13194,7484,6474
16304,7573,6475
7573,16304,6475
13708,6485,6476
13708,1069,6476
13708,7720,6476
13708,11455,6476
13708,8126,6476
13708,10664,6476
6485,13708,6476
6485,1069,6476
6485,7720,6476
6485,11455,6476
6485,8126,6476
6485,10664,6476
1069,13708,6476
1069,6485,6476
1069,7720,6476
1069,11455,6476
1069,8126,6476
1069,10664,6476
7720,13708,6476
7720,6485,6476
7720,1069,6476
7720,11455,6476
7720,8126,6476
7720,10664,6476
11455,13708,6476
11455,6485,6476
11455,1069,6476
11455,7720,6476
11455,8126,6476
11455,10664,6476
8126,13708,6476
8126,6485,6476
8126,1069,6476
8126,7720,6476
8126,11455,6476
8126,10664,6476
10664,13708,6476
10664,6485,6476
10664,1069,6476
10664,7720,6476
10664,11455,6476
10664,8126,6476
16597,8559,6478
8559,16597,6478
2731,11395,6479
2731,16091,6479
2731,16695,6479
11395,2731,6479
11395,16091,6479
11395,16695,6479
16091,2731,6479
16091,11395,6479
16091,16695,6479
16695,2731,6479
16695,11395,6479
16695,16091,6479
5493,16599,6480
5493,17249,6480
5493,15879,6480
5493,6283,6480
16599,5493,6480
16599,17249,6480
16599,15879,6480
16599,6283,6480
17249,5493,6480
17249,16599,6480
17249,15879,6480
17249,6283,6480
15879,5493,6480
15879,16599,6480
15879,17249,6480
15879,6283,6480
6283,5493,6480
6283,16599,6480
6283,17249,6480
6283,15879,6480
5757,9645,6481
5757,16967,6481
5757,6222,6481
9645,5757,6481
9645,16967,6481
9645,6222,6481
16967,5757,6481
16967,9645,6481
16967,6222,6481
6222,5757,6481
6222,9645,6481
6222,16967,6481
9612,6136,6482
9612,5413,6482
9612,17398,6482
9612,18255,6482
9612,16737,6482
6136,9612,6482
6136,5413,6482
6136,17398,6482
6136,18255,6482
6136,16737,6482
5413,9612,6482
5413,6136,6482
5413,17398,6482
5413,18255,6482
5413,16737,6482
17398,9612,6482
17398,6136,6482
17398,5413,6482
17398,18255,6482
17398,16737,6482
18255,9612,6482
18255,6136,6482
18255,5413,6482
18255,17398,6482
18255,16737,6482
16737,9612,6482
16737,6136,6482
16737,5413,6482
16737,17398,6482
16737,18255,6482
4664,8531,6483
4664,13962,6483
8531,4664,6483
8531,13962,6483
13962,4664,6483
13962,8531,6483
6875,10650,6484
6875,15120,6484
6875,13714,6484
10650,6875,6484
10650,15120,6484
10650,13714,6484
15120,6875,6484
15120,10650,6484
15120,13714,6484
13714,6875,6484
13714,10650,6484
13714,15120,6484
1264,16386,6485
1264,16318,6485
1264,1566,6485
16386,1264,6485
16386,16318,6485
16386,1566,6485
16318,1264,6485
16318,16386,6485
16318,1566,6485
1566,1264,6485
1566,16386,6485
1566,16318,6485
1777,7012,6486
7012,1777,6486
3113,3079,6488
3113,6764,6488
3113,4857,6488
3113,14476,6488
3113,3378,6488
3079,3113,6488
3079,6764,6488
3079,4857,6488
3079,14476,6488
3079,3378,6488
6764,3113,6488
6764,3079,6488
6764,4857,6488
6764,14476,6488
6764,3378,6488
4857,3113,6488
4857,3079,6488
4857,6764,6488
4857,14476,6488
4857,3378,6488
14476,3113,6488
14476,3079,6488
14476,6764,6488
14476,4857,6488
14476,3378,6488
3378,3113,6488
3378,3079,6488
3378,6764,6488
3378,4857,6488
3378,14476,6488
13161,18337,6489
13161,3378,6489
18337,13161,6489
18337,3378,6489
3378,13161,6489
3378,18337,6489
12037,2875,6490
2875,12037,6490
5884,10266,6491
10266,5884,6491
17715,1538,6492
17715,10819,6492
17715,4629,6492
17715,1883,6492
17715,677,6492
1538,17715,6492
1538,10819,6492
1538,4629,6492
1538,1883,6492
1538,677,6492
10819,17715,6492
10819,1538,6492
10819,4629,6492
10819,1883,6492
10819,677,6492
4629,17715,6492
4629,1538,6492
4629,10819,6492
4629,1883,6492
4629,677,6492
1883,17715,6492
1883,1538,6492
1883,10819,6492
1883,4629,6492
1883,677,6492
677,17715,6492
677,1538,6492
677,10819,6492
677,4629,6492
677,1883,6492
11648,11360,6493
11648,3730,6493
11360,11648,6493
11360,3730,6493
3730,11648,6493
3730,11360,6493
11903,3500,6494
11903,16829,6494
3500,11903,6494
3500,16829,6494
16829,11903,6494
16829,3500,6494
15342,3211,6495
3211,15342,6495
13686,10675,6496
13686,12091,6496
13686,1579,6496
10675,13686,6496
10675,12091,6496
10675,1579,6496
12091,13686,6496
12091,10675,6496
12091,1579,6496
1579,13686,6496
1579,10675,6496
1579,12091,6496
16896,11811,6497
16896,15030,6497
16896,2614,6497
16896,10194,6497
11811,16896,6497
11811,15030,6497
11811,2614,6497
11811,10194,6497
15030,16896,6497
15030,11811,6497
15030,2614,6497
15030,10194,6497
2614,16896,6497
2614,11811,6497
2614,15030,6497
2614,10194,6497
10194,16896,6497
10194,11811,6497
10194,15030,6497
10194,2614,6497
17098,3840,6498
17098,18320,6498
17098,2840,6498
3840,17098,6498
3840,18320,6498
3840,2840,6498
18320,17098,6498
18320,3840,6498
18320,2840,6498
2840,17098,6498
2840,3840,6498
2840,18320,6498
5040,11031,6499
11031,5040,6499
2458,15144,6500
2458,12663,6500
2458,2235,6500
15144,2458,6500
15144,12663,6500
15144,2235,6500
12663,2458,6500
12663,15144,6500
12663,2235,6500
2235,2458,6500
2235,15144,6500
2235,12663,6500
4676,15353,6501
15353,4676,6501
6484,17643,6503
6484,8712,6503
17643,6484,6503
17643,8712,6503
8712,6484,6503
8712,17643,6503
13367,7010,6504
7010,13367,6504
7370,5641,6505
7370,446,6505
7370,3378,6505
5641,7370,6505
5641,446,6505
5641,3378,6505
446,7370,6505
446,5641,6505
446,3378,6505
3378,7370,6505
3378,5641,6505
3378,446,6505
18179,7924,6506
18179,15951,6506
7924,18179,6506
7924,15951,6506
15951,18179,6506
15951,7924,6506
14313,1532,6507
14313,1567,6507
14313,16126,6507
1532,14313,6507
1532,1567,6507
1532,16126,6507
1567,14313,6507
1567,1532,6507
1567,16126,6507
16126,14313,6507
16126,1532,6507
16126,1567,6507
3712,16386,6508
16386,3712,6508
7239,8934,6509
7239,562,6509
7239,3042,6509
7239,9020,6509
8934,7239,6509
8934,562,6509
8934,3042,6509
8934,9020,6509
562,7239,6509
562,8934,6509
562,3042,6509
562,9020,6509
3042,7239,6509
3042,8934,6509
3042,562,6509
3042,9020,6509
9020,7239,6509
9020,8934,6509
9020,562,6509
9020,3042,6509
7012,1150,6511
1150,7012,6511
10417,12098,6512
10417,13713,6512
12098,10417,6512
12098,13713,6512
13713,10417,6512
13713,12098,6512
1264,12508,6513
1264,1566,6513
1264,16318,6513
12508,1264,6513
12508,1566,6513
12508,16318,6513
1566,1264,6513
1566,12508,6513
1566,16318,6513
16318,1264,6513
16318,12508,6513
16318,1566,6513
1622,614,6514
1622,10079,6514
1622,17080,6514
1622,9664,6514
614,1622,6514
614,10079,6514
614,17080,6514
614,9664,6514
10079,1622,6514
10079,614,6514
10079,17080,6514
10079,9664,6514
17080,1622,6514
17080,614,6514
17080,10079,6514
17080,9664,6514
9664,1622,6514
9664,614,6514
9664,10079,6514
9664,17080,6514
11397,17585,6515
11397,16534,6515
11397,16593,6515
11397,6222,6515
17585,11397,6515
17585,16534,6515
17585,16593,6515
17585,6222,6515
16534,11397,6515
16534,17585,6515
16534,16593,6515
16534,6222,6515
16593,11397,6515
16593,17585,6515
16593,16534,6515
16593,6222,6515
6222,11397,6515
6222,17585,6515
6222,16534,6515
6222,16593,6515
682,8822,6516
682,14360,6516
682,1818,6516
8822,682,6516
8822,14360,6516
8822,1818,6516
14360,682,6516
14360,8822,6516
14360,1818,6516
1818,682,6516
1818,8822,6516
1818,14360,6516
1346,5712,6517
1346,4083,6517
1346,384,6517
5712,1346,6517
5712,4083,6517
5712,384,6517
4083,1346,6517
4083,5712,6517
4083,384,6517
384,1346,6517
384,5712,6517
384,4083,6517
1083,14951,6518
1083,757,6518
1083,4462,6518
1083,9814,6518
1083,4634,6518
14951,1083,6518
14951,757,6518
14951,4462,6518
14951,9814,6518
14951,4634,6518
757,1083,6518
757,14951,6518
757,4462,6518
757,9814,6518
757,4634,6518
4462,1083,6518
4462,14951,6518
4462,757,6518
4462,9814,6518
4462,4634,6518
9814,1083,6518
9814,14951,6518
9814,757,6518
9814,4462,6518
9814,4634,6518
4634,1083,6518
4634,14951,6518
4634,757,6518
4634,4462,6518
4634,9814,6518
15780,5801,6519
15780,14095,6519
15780,11143,6519
15780,10124,6519
5801,15780,6519
5801,14095,6519
5801,11143,6519
5801,10124,6519
14095,15780,6519
14095,5801,6519
14095,11143,6519
14095,10124,6519
11143,15780,6519
11143,5801,6519
11143,14095,6519
11143,10124,6519
10124,15780,6519
10124,5801,6519
10124,14095,6519
10124,11143,6519
5673,11779,6520
11779,5673,6520
17835,17525,6521
17835,17226,6521
17835,6256,6521
17835,9497,6521
17525,17835,6521
17525,17226,6521
17525,6256,6521
17525,9497,6521
17226,17835,6521
17226,17525,6521
17226,6256,6521
17226,9497,6521
6256,17835,6521
6256,17525,6521
6256,17226,6521
6256,9497,6521
9497,17835,6521
9497,17525,6521
9497,17226,6521
9497,6256,6521
12764,15762,6522
12764,10479,6522
12764,4123,6522
15762,12764,6522
15762,10479,6522
15762,4123,6522
10479,12764,6522
10479,15762,6522
10479,4123,6522
4123,12764,6522
4123,15762,6522
4123,10479,6522
9859,11327,6523
9859,1518,6523
11327,9859,6523
11327,1518,6523
1518,9859,6523
1518,11327,6523
8112,9310,6524
8112,6346,6524
8112,5439,6524
8112,13822,6524
9310,8112,6524
9310,6346,6524
9310,5439,6524
9310,13822,6524
6346,8112,6524
6346,9310,6524
6346,5439,6524
6346,13822,6524
5439,8112,6524
5439,9310,6524
5439,6346,6524
5439,13822,6524
13822,8112,6524
13822,9310,6524
13822,6346,6524
13822,5439,6524
17153,9178,6525
9178,17153,6525
14998,4634,6526
14998,15726,6526
4634,14998,6526
4634,15726,6526
15726,14998,6526
15726,4634,6526
8531,7253,6527
8531,13962,6527
7253,8531,6527
7253,13962,6527
13962,8531,6527
13962,7253,6527
13498,249,6528
13498,7031,6528
13498,8547,6528
13498,7687,6528
13498,12798,6528
13498,3640,6528
13498,1326,6528
13498,17694,6528
249,13498,6528
249,7031,6528
249,8547,6528
249,7687,6528
249,12798,6528
249,3640,6528
249,1326,6528
249,17694,6528
7031,13498,6528
7031,249,6528
7031,8547,6528
7031,7687,6528
7031,12798,6528
7031,3640,6528
7031,1326,6528
7031,17694,6528
8547,13498,6528
8547,249,6528
8547,7031,6528
8547,7687,6528
8547,12798,6528
8547,3640,6528
8547,1326,6528
8547,17694,6528
7687,13498,6528
7687,249,6528
7687,7031,6528
7687,8547,6528
7687,12798,6528
7687,3640,6528
7687,1326,6528
7687,17694,6528
12798,13498,6528
12798,249,6528
12798,7031,6528
12798,8547,6528
12798,7687,6528
12798,3640,6528
12798,1326,6528
12798,17694,6528
3640,13498,6528
3640,249,6528
3640,7031,6528
3640,8547,6528
3640,7687,6528
3640,12798,6528
3640,1326,6528
3640,17694,6528
1326,13498,6528
1326,249,6528
1326,7031,6528
1326,8547,6528
1326,7687,6528
1326,12798,6528
1326,3640,6528
1326,17694,6528
17694,13498,6528
17694,249,6528
17694,7031,6528
17694,8547,6528
17694,7687,6528
17694,12798,6528
17694,3640,6528
17694,1326,6528
1443,181,6529
181,1443,6529
16108,10398,6530
16108,13641,6530
16108,13252,6530
16108,6395,6530
16108,2235,6530
10398,16108,6530
10398,13641,6530
10398,13252,6530
10398,6395,6530
10398,2235,6530
13641,16108,6530
13641,10398,6530
13641,13252,6530
13641,6395,6530
13641,2235,6530
13252,16108,6530
13252,10398,6530
13252,13641,6530
13252,6395,6530
13252,2235,6530
6395,16108,6530
6395,10398,6530
6395,13641,6530
6395,13252,6530
6395,2235,6530
2235,16108,6530
2235,10398,6530
2235,13641,6530
2235,13252,6530
2235,6395,6530
11461,13835,6532
11461,13619,6532
11461,2493,6532
11461,5751,6532
13835,11461,6532
13835,13619,6532
13835,2493,6532
13835,5751,6532
13619,11461,6532
13619,13835,6532
13619,2493,6532
13619,5751,6532
2493,11461,6532
2493,13835,6532
2493,13619,6532
2493,5751,6532
5751,11461,6532
5751,13835,6532
5751,13619,6532
5751,2493,6532
7012,16857,6533
16857,7012,6533
12841,215,6534
12841,5106,6534
215,12841,6534
215,5106,6534
5106,12841,6534
5106,215,6534
10812,5751,6535
10812,7292,6535
10812,10417,6535
5751,10812,6535
5751,7292,6535
5751,10417,6535
7292,10812,6535
7292,5751,6535
7292,10417,6535
10417,10812,6535
10417,5751,6535
10417,7292,6535
2756,14264,6536
2756,2076,6536
2756,8221,6536
14264,2756,6536
14264,2076,6536
14264,8221,6536
2076,2756,6536
2076,14264,6536
2076,8221,6536
8221,2756,6536
8221,14264,6536
8221,2076,6536
5023,16459,6537
5023,11327,6537
16459,5023,6537
16459,11327,6537
11327,5023,6537
11327,16459,6537
6257,7654,6538
7654,6257,6538
15587,2129,6539
15587,1474,6539
15587,11775,6539
15587,3496,6539
15587,5347,6539
15587,16394,6539
15587,10387,6539
2129,15587,6539
2129,1474,6539
2129,11775,6539
2129,3496,6539
2129,5347,6539
2129,16394,6539
2129,10387,6539
1474,15587,6539
1474,2129,6539
1474,11775,6539
1474,3496,6539
1474,5347,6539
1474,16394,6539
1474,10387,6539
11775,15587,6539
11775,2129,6539
11775,1474,6539
11775,3496,6539
11775,5347,6539
11775,16394,6539
11775,10387,6539
3496,15587,6539
3496,2129,6539
3496,1474,6539
3496,11775,6539
3496,5347,6539
3496,16394,6539
3496,10387,6539
5347,15587,6539
5347,2129,6539
5347,1474,6539
5347,11775,6539
5347,3496,6539
5347,16394,6539
5347,10387,6539
16394,15587,6539
16394,2129,6539
16394,1474,6539
16394,11775,6539
16394,3496,6539
16394,5347,6539
16394,10387,6539
10387,15587,6539
10387,2129,6539
10387,1474,6539
10387,11775,6539
10387,3496,6539
10387,5347,6539
10387,16394,6539
17140,16970,6540
17140,6108,6540
16970,17140,6540
16970,6108,6540
6108,17140,6540
6108,16970,6540
1744,2912,6541
1744,2129,6541
1744,1490,6541
1744,16482,6541
1744,16581,6541
1744,2654,6541
2912,1744,6541
2912,2129,6541
2912,1490,6541
2912,16482,6541
2912,16581,6541
2912,2654,6541
2129,1744,6541
2129,2912,6541
2129,1490,6541
2129,16482,6541
2129,16581,6541
2129,2654,6541
1490,1744,6541
1490,2912,6541
1490,2129,6541
1490,16482,6541
1490,16581,6541
1490,2654,6541
16482,1744,6541
16482,2912,6541
16482,2129,6541
16482,1490,6541
16482,16581,6541
16482,2654,6541
16581,1744,6541
16581,2912,6541
16581,2129,6541
16581,1490,6541
16581,16482,6541
16581,2654,6541
2654,1744,6541
2654,2912,6541
2654,2129,6541
2654,1490,6541
2654,16482,6541
2654,16581,6541
1696,11099,6542
1696,13916,6542
11099,1696,6542
11099,13916,6542
13916,1696,6542
13916,11099,6542
3207,15552,6543
3207,3290,6543
15552,3207,6543
15552,3290,6543
3290,3207,6543
3290,15552,6543
8758,4562,6545
8758,801,6545
8758,12094,6545
8758,6253,6545
8758,1374,6545
4562,8758,6545
4562,801,6545
4562,12094,6545
4562,6253,6545
4562,1374,6545
801,8758,6545
801,4562,6545
801,12094,6545
801,6253,6545
801,1374,6545
12094,8758,6545
12094,4562,6545
12094,801,6545
12094,6253,6545
12094,1374,6545
6253,8758,6545
6253,4562,6545
6253,801,6545
6253,12094,6545
6253,1374,6545
1374,8758,6545
1374,4562,6545
1374,801,6545
1374,12094,6545
1374,6253,6545
7756,3137,6546
7756,7704,6546
7756,12316,6546
7756,691,6546
7756,7979,6546
3137,7756,6546
3137,7704,6546
3137,12316,6546
3137,691,6546
3137,7979,6546
7704,7756,6546
7704,3137,6546
7704,12316,6546
7704,691,6546
7704,7979,6546
12316,7756,6546
12316,3137,6546
12316,7704,6546
12316,691,6546
12316,7979,6546
691,7756,6546
691,3137,6546
691,7704,6546
691,12316,6546
691,7979,6546
7979,7756,6546
7979,3137,6546
7979,7704,6546
7979,12316,6546
7979,691,6546
4115,8806,6547
4115,14437,6547
4115,4359,6547
4115,11555,6547
8806,4115,6547
8806,14437,6547
8806,4359,6547
8806,11555,6547
14437,4115,6547
14437,8806,6547
14437,4359,6547
14437,11555,6547
4359,4115,6547
4359,8806,6547
4359,14437,6547
4359,11555,6547
11555,4115,6547
11555,8806,6547
11555,14437,6547
11555,4359,6547
9405,2294,6548
9405,18135,6548
9405,6222,6548
9405,2700,6548
9405,12958,6548
2294,9405,6548
2294,18135,6548
2294,6222,6548
2294,2700,6548
2294,12958,6548
18135,9405,6548
18135,2294,6548
18135,6222,6548
18135,2700,6548
18135,12958,6548
6222,9405,6548
6222,2294,6548
6222,18135,6548
6222,2700,6548
6222,12958,6548
2700,9405,6548
2700,2294,6548
2700,18135,6548
2700,6222,6548
2700,12958,6548
12958,9405,6548
12958,2294,6548
12958,18135,6548
12958,6222,6548
12958,2700,6548
9415,6205,6549
9415,6123,6549
6205,9415,6549
6205,6123,6549
6123,9415,6549
6123,6205,6549
7820,2577,6550
7820,10316,6550
7820,8864,6550
2577,7820,6550
2577,10316,6550
2577,8864,6550
10316,7820,6550
10316,2577,6550
10316,8864,6550
8864,7820,6550
8864,2577,6550
8864,10316,6550
15745,16884,6551
15745,4858,6551
15745,5907,6551
15745,4952,6551
15745,10418,6551
16884,15745,6551
16884,4858,6551
16884,5907,6551
16884,4952,6551
16884,10418,6551
4858,15745,6551
4858,16884,6551
4858,5907,6551
4858,4952,6551
4858,10418,6551
5907,15745,6551
5907,16884,6551
5907,4858,6551
5907,4952,6551
5907,10418,6551
4952,15745,6551
4952,16884,6551
4952,4858,6551
4952,5907,6551
4952,10418,6551
10418,15745,6551
10418,16884,6551
10418,4858,6551
10418,5907,6551
10418,4952,6551
2470,13202,6552
2470,13962,6552
13202,2470,6552
13202,13962,6552
13962,2470,6552
13962,13202,6552
17086,9399,6553
17086,15879,6553
17086,2358,6553
9399,17086,6553
9399,15879,6553
9399,2358,6553
15879,17086,6553
15879,9399,6553
15879,2358,6553
2358,17086,6553
2358,9399,6553
2358,15879,6553
7228,5800,6554
7228,8864,6554
5800,7228,6554
5800,8864,6554
8864,7228,6554
8864,5800,6554
487,11489,6555
487,213,6555
11489,487,6555
11489,213,6555
213,487,6555
213,11489,6555
8486,11929,6557
8486,1685,6557
8486,15833,6557
8486,16000,6557
8486,8480,6557
11929,8486,6557
11929,1685,6557
11929,15833,6557
11929,16000,6557
11929,8480,6557
1685,8486,6557
1685,11929,6557
1685,15833,6557
1685,16000,6557
1685,8480,6557
15833,8486,6557
15833,11929,6557
15833,1685,6557
15833,16000,6557
15833,8480,6557
16000,8486,6557
16000,11929,6557
16000,1685,6557
16000,15833,6557
16000,8480,6557
8480,8486,6557
8480,11929,6557
8480,1685,6557
8480,15833,6557
8480,16000,6557
4782,5163,6558
4782,9017,6558
4782,12575,6558
5163,4782,6558
5163,9017,6558
5163,12575,6558
9017,4782,6558
9017,5163,6558
9017,12575,6558
12575,4782,6558
12575,5163,6558
12575,9017,6558
15266,7507,6559
15266,7587,6559
15266,14490,6559
15266,17125,6559
15266,5343,6559
15266,11900,6559
15266,9426,6559
15266,3526,6559
15266,8808,6559
15266,14482,6559
15266,16822,6559
15266,16838,6559
15266,3500,6559
7507,15266,6559
7507,7587,6559
7507,14490,6559
7507,17125,6559
7507,5343,6559
7507,11900,6559
7507,9426,6559
7507,3526,6559
7507,8808,6559
7507,14482,6559
7507,16822,6559
7507,16838,6559
7507,3500,6559
7587,15266,6559
7587,7507,6559
7587,14490,6559
7587,17125,6559
7587,5343,6559
7587,11900,6559
7587,9426,6559
7587,3526,6559
7587,8808,6559
7587,14482,6559
7587,16822,6559
7587,16838,6559
7587,3500,6559
14490,15266,6559
14490,7507,6559
14490,7587,6559
14490,17125,6559
14490,5343,6559
14490,11900,6559
14490,9426,6559
14490,3526,6559
14490,8808,6559
14490,14482,6559
14490,16822,6559
14490,16838,6559
14490,3500,6559
17125,15266,6559
17125,7507,6559
17125,7587,6559
17125,14490,6559
17125,5343,6559
17125,11900,6559
17125,9426,6559
17125,3526,6559
17125,8808,6559
17125,14482,6559
17125,16822,6559
17125,16838,6559
17125,3500,6559
5343,15266,6559
5343,7507,6559
5343,7587,6559
5343,14490,6559
5343,17125,6559
5343,11900,6559
5343,9426,6559
5343,3526,6559
5343,8808,6559
5343,14482,6559
5343,16822,6559
5343,16838,6559
5343,3500,6559
11900,15266,6559
11900,7507,6559
11900,7587,6559
11900,14490,6559
11900,17125,6559
11900,5343,6559
11900,9426,6559
11900,3526,6559
11900,8808,6559
11900,14482,6559
11900,16822,6559
11900,16838,6559
11900,3500,6559
9426,15266,6559
9426,7507,6559
9426,7587,6559
9426,14490,6559
9426,17125,6559
9426,5343,6559
9426,11900,6559
9426,3526,6559
9426,8808,6559
9426,14482,6559
9426,16822,6559
9426,16838,6559
9426,3500,6559
3526,15266,6559
3526,7507,6559
3526,7587,6559
3526,14490,6559
3526,17125,6559
3526,5343,6559
3526,11900,6559
3526,9426,6559
3526,8808,6559
3526,14482,6559
3526,16822,6559
3526,16838,6559
3526,3500,6559
8808,15266,6559
8808,7507,6559
8808,7587,6559
8808,14490,6559
8808,17125,6559
8808,5343,6559
8808,11900,6559
8808,9426,6559
8808,3526,6559
8808,14482,6559
8808,16822,6559
8808,16838,6559
8808,3500,6559
14482,15266,6559
14482,7507,6559
14482,7587,6559
14482,14490,6559
14482,17125,6559
14482,5343,6559
14482,11900,6559
14482,9426,6559
14482,3526,6559
14482,8808,6559
14482,16822,6559
14482,16838,6559
14482,3500,6559
16822,15266,6559
16822,7507,6559
16822,7587,6559
16822,14490,6559
16822,17125,6559
16822,5343,6559
16822,11900,6559
16822,9426,6559
16822,3526,6559
16822,8808,6559
16822,14482,6559
16822,16838,6559
16822,3500,6559
16838,15266,6559
16838,7507,6559
16838,7587,6559
16838,14490,6559
16838,17125,6559
16838,5343,6559
16838,11900,6559
16838,9426,6559
16838,3526,6559
16838,8808,6559
16838,14482,6559
16838,16822,6559
16838,3500,6559
3500,15266,6559
3500,7507,6559
3500,7587,6559
3500,14490,6559
3500,17125,6559
3500,5343,6559
3500,11900,6559
3500,9426,6559
3500,3526,6559
3500,8808,6559
3500,14482,6559
3500,16822,6559
3500,16838,6559
12242,5816,6560
12242,5102,6560
12242,12352,6560
12242,8824,6560
5816,12242,6560
5816,5102,6560
5816,12352,6560
5816,8824,6560
5102,12242,6560
5102,5816,6560
5102,12352,6560
5102,8824,6560
12352,12242,6560
12352,5816,6560
12352,5102,6560
12352,8824,6560
8824,12242,6560
8824,5816,6560
8824,5102,6560
8824,12352,6560
1567,6545,6561
1567,10430,6561
1567,10128,6561
1567,10204,6561
1567,2481,6561
1567,16126,6561
6545,1567,6561
6545,10430,6561
6545,10128,6561
6545,10204,6561
6545,2481,6561
6545,16126,6561
10430,1567,6561
10430,6545,6561
10430,10128,6561
10430,10204,6561
10430,2481,6561
10430,16126,6561
10128,1567,6561
10128,6545,6561
10128,10430,6561
10128,10204,6561
10128,2481,6561
10128,16126,6561
10204,1567,6561
10204,6545,6561
10204,10430,6561
10204,10128,6561
10204,2481,6561
10204,16126,6561
2481,1567,6561
2481,6545,6561
2481,10430,6561
2481,10128,6561
2481,10204,6561
2481,16126,6561
16126,1567,6561
16126,6545,6561
16126,10430,6561
16126,10128,6561
16126,10204,6561
16126,2481,6561
1475,10398,6562
10398,1475,6562
9750,12817,6563
9750,7115,6563
12817,9750,6563
12817,7115,6563
7115,9750,6563
7115,12817,6563
6554,16745,6564
6554,3643,6564
6554,4264,6564
6554,16838,6564
16745,6554,6564
16745,3643,6564
16745,4264,6564
16745,16838,6564
3643,6554,6564
3643,16745,6564
3643,4264,6564
3643,16838,6564
4264,6554,6564
4264,16745,6564
4264,3643,6564
4264,16838,6564
16838,6554,6564
16838,16745,6564
16838,3643,6564
16838,4264,6564
10356,1415,6565
10356,15774,6565
1415,10356,6565
1415,15774,6565
15774,10356,6565
15774,1415,6565
2842,16593,6566
2842,17188,6566
2842,17888,6566
2842,14231,6566
2842,7589,6566
16593,2842,6566
16593,17188,6566
16593,17888,6566
16593,14231,6566
16593,7589,6566
17188,2842,6566
17188,16593,6566
17188,17888,6566
17188,14231,6566
17188,7589,6566
17888,2842,6566
17888,16593,6566
17888,17188,6566
17888,14231,6566
17888,7589,6566
14231,2842,6566
14231,16593,6566
14231,17188,6566
14231,17888,6566
14231,7589,6566
7589,2842,6566
7589,16593,6566
7589,17188,6566
7589,17888,6566
7589,14231,6566
1430,6236,6567
