idP,idC
19024,0
19028,0
19034,0
19035,0
19036,0
19040,0
19041,0
19042,0
19046,0
19049,0
19054,0
19057,0
19058,0
19059,0
19062,0
19066,0
19070,0
19072,0
19077,0
19080,0
19084,0
19087,0
19098,0
19106,0
19109,0
19110,0
19111,0
19113,0
19115,0
19116,0
19120,0
19121,0
19122,0
19124,0
19126,0
19129,0
19133,0
19134,0
19137,0
19139,0
19141,0
19142,0
19143,0
19148,0
19150,0
19151,0
19152,0
19153,0
19155,0
19157,0
19158,0
19159,0
19166,0
19174,0
19176,0
19178,0
19183,0
19185,0
19186,0
19188,0
19189,0
19196,0
19203,0
19205,0
19208,0
19209,0
19210,0
19211,0
19213,0
19215,0
19216,0
19217,0
19226,0
19232,0
19233,0
19234,0
19236,0
19240,0
19243,0
19246,0
19250,0
19252,0
19253,0
19258,0
19259,0
19262,0
19263,0
19264,0
19265,0
19267,0
19268,0
19272,0
19273,0
19275,0
19276,0
19282,0
19284,0
19286,0
19291,0
19292,0
19294,0
19295,0
19297,0
19300,0
19302,0
19304,0
19306,0
19307,0
19309,0
19310,0
19311,0
19314,0
19319,0
19320,0
19323,0
19324,0
19325,0
19328,0
19330,0
19331,0
19332,0
19333,0
19334,0
19336,0
19339,0
19341,0
19342,0
19347,0
19352,0
19353,0
19354,0
19355,0
19357,0
19359,0
19360,0
19362,0
19363,0
19364,0
19369,0
19374,0
19376,0
19382,0
19384,0
19388,0
19389,0
19390,0
19393,0
19395,0
19398,0
19399,0
19408,0
19411,0
19412,0
19416,0
19419,0
19421,0
19422,0
19423,0
19424,0
19431,0
19434,0
19442,0
19443,0
19446,0
19447,0
19449,0
19451,0
19455,0
19456,0
19457,0
19458,0
19461,0
19465,0
19466,0
19468,0
19470,0
19472,0
19473,0
19474,0
19475,0
19478,0
19480,0
19482,0
19483,0
19485,0
19487,0
19490,0
19492,0
19493,0
19494,0
19498,0
19503,0
19510,0
19512,0
19514,0
19516,0
19518,0
19520,0
19522,0
19523,0
19525,0
19529,0
19530,0
19533,0
19534,0
19536,0
19538,0
19539,0
19541,0
19542,0
19547,0
19548,0
19555,0
19559,0
19562,0
19564,0
19565,0
19567,0
19568,0
19569,0
19573,0
19574,0
19575,0
19576,0
19577,0
19580,0
19583,0
19585,0
19586,0
19594,0
19595,0
19596,0
19597,0
19600,0
19601,0
19610,0
19614,0
19620,0
19621,0
19622,0
19630,0
