3282,"David A. T. Roberts","",""
3283,"David A. Talton","",""
3284,"David Adalsteinsson","",""
3285,"David Adler","",""
3286,"David Akers","",""
3287,"David Allport","",""
3288,"David Antonio Gómez Jáuregui","",""
3289,"David Arnold","",""
3290,"David Auber","",""
3291,"David Avis","",""
3292,"David B. Anderson","",""
3293,"David B. Arnold","",""
3294,"David B. Karelitz","",""
3295,"David B. Kirk","",""
3296,"David Bailey","",""
3297,"David Baraff","",""
3298,"David Bargeron","",""
3299,"David Barnett","",""
3300,"David Beale","",""
3301,"David Benson","",""
3302,"David Berrios","",""
3303,"David Blythe","",""
3304,"David Bommes","",""
3305,"David Borland","",""
3306,"David Bourguignon","",""
3307,"David Brunner","",""
3308,"David Burke","",""
3309,"David Burlinson","",""
3310,"David Burns","",""
3311,"David C. Anderson","",""
3312,"David C. Banks","",""
3313,"David C. Brogan","",""
3314,"David C. Gossard","",""
3315,"David C. Pérez López","",""
3316,"David C. Schedl","",""
3317,"David C. Thompson","",""
3318,"David C. Wang","",""
3319,"David C. Webb","",""
3320,"David Calabrese","",""
3321,"David Camp","",""
3322,"David Cazier","",""
3323,"David Chisnall","",""
3324,"David Chu","",""
3325,"David Clarkson","",""
3326,"David Claus","",""
3327,"David Cline","",""
3328,"David Coblentz","",""
3329,"David Coeurjolly","",""
3330,"David Cohen-Steiner","",""
3331,"David Corominas","",""
3332,"David D. McNeil","",""
3333,"David Dagan Feng","",""
3334,"David Dean","",""
3335,"David Demirdjian","",""
3336,"David Dobrikin","",""
3337,"David DuBois","",""
3338,"David Dunn","",""
3339,"David E. Acker","",""
3340,"David E. Breen","",""
3341,"David E. Hall","",""
3342,"David E. Jacobs","",""
3343,"David E. Johnson","",""
3344,"David E. Laney","",""
3345,"David E. Weisberg","",""
3346,"David Edwards","",""
3347,"David Eidelberg","",""
3348,"David Ellsworth","",""
3349,"David Engel","",""
3350,"David England","",""
3351,"David Eppstein","",""
3352,"David F. A. Lloyd","",""
3353,"David F. Brown","",""
3354,"David F. McAllister","",""
3355,"David F. Rogers","",""
3356,"David F. Tate","",""
3357,"David F. Wiley","",""
3358,"David Fairbairn","",""
3359,"David Feng","",""
3360,"David Finkelman","",""
3361,"David Foerster","",""
3362,"David Fradin","",""
3363,"David G. C. Hildebrand","",""
3364,"David G. Capco","",""
3365,"David G. Novick","",""
3366,"David Gallup","",""
3367,"David Gareth Evans","",""
3368,"David Gavilan Ruiz","",""
3369,"David Geisler-Moroder","",""
3370,"David González 0002","",""
3371,"David Gotz","",""
3372,"David Graham Harrison","",""
3373,"David Greer","",""
3374,"David Guibert","",""
3375,"David Guinnip","",""
3376,"David Günther","",""
3377,"David H. F. Pilar","",""
3378,"David H. Laidlaw","",""
3379,"David H. Marimont","",""
3380,"David H. O'Connor","",""
3381,"David H. Porter","",""
3382,"David H. Rogers","",""
3383,"David H. S. Chung","",""
3384,"David H. Straayer","",""
3385,"David Haas","",""
3386,"David Hafner","",""
3387,"David Hahn","",""
3388,"David Harel","",""
3389,"David Harmon","",""
3390,"David Hart","",""
3391,"David I. Perrett","",""
3392,"David I. W. Levin","",""
3393,"David J. Brady","",""
3394,"David J. Cowperthwaite","",""
3395,"David J. Duke","",""
3396,"David J. Fleet","",""
3397,"David J. Hill","",""
3398,"David J. Kasik","",""
3399,"David J. Kriegman","",""
3400,"David J. Muraki","",""
3401,"David J. Nuckley","",""
3402,"David J. Oberg","",""
3403,"David J. Plunkett","",""
3404,"David J. Roberts","",""
3405,"David J. Smith","",""
3406,"David J. Sturman","",""
3407,"David J. Zielinski","",""
3408,"David Johnson","",""
3409,"David Jonker","",""
3410,"David Joseph Tan","",""
3411,"David K. Kahaner","",""
3412,"David K. McAllister","",""
3413,"David K. Wright","",""
3414,"David Kamins","",""
3415,"David Kim","",""
3416,"David Kirk","",""
3417,"David Knight","",""
3418,"David Knott","",""
3419,"David Koerner","",""
3420,"David Koller","",""
3421,"David Koop","",""
3422,"David Kouril","",""
3423,"David Kurlander","",""
3424,"David L. Cardon","",""
3425,"David L. Donoho","",""
3426,"David L. Kao","",""
3427,"David L. Nelson","",""
3428,"David L. Roberts","",""
3429,"David L. Spooner","",""
3430,"David L. Tate","",""
3431,"David Lavender","",""
3432,"David Layzell","",""
3433,"David Lazer","",""
3434,"David Letscher","",""
3435,"David Levin","",""
3436,"David Levine","",""
3437,"David Liebowitz","",""
3438,"David Lind","",""
3439,"David Lloyd","",""
3440,"David Luebke","",""
3441,"David López","",""
3442,"David M. Chelberg","",""
3443,"David M. Howard 0001","",""
3444,"David M. Kramer 0002","",""
3445,"David M. Krum","",""
3446,"David M. Lane","",""
3447,"David M. Laur","",""
3448,"David M. Mark","",""
3449,"David M. Weimer","",""
3450,"David M. Weinstein","",""
3451,"David Maletz","",""
3452,"David Marshall","",""
3453,"David Mayerich","",""
3454,"David McGee","",""
3455,"David Meirion Hughes","",""
3456,"David Metcalf","",""
3457,"David Meyers","",""
3458,"David Milford","",""
3459,"David Miraut","",""
3460,"David Mould","",""
3461,"David N. Kenwright","",""
3462,"David Naegle","",""
3463,"David Neubelt","",""
3464,"David Oyarzun","",""
3465,"David P. Bashor","",""
3466,"David P. Dobkin","",""
3467,"David P. Grote","",""
3468,"David P. Luebke","",""
3469,"David P. Tegarden","",""
3470,"David P. Webb","",""
3471,"David P. Wipf","",""
3472,"David Panzoli","",""
3473,"David Pickup","",""
3474,"David Pinedo","",""
3475,"David Pokrass Jacobs","",""
3476,"David Pritchard","",""
3477,"David Pugmire","",""
3478,"David R. Clark","",""
3479,"David R. Ferguson","",""
3480,"David R. Forsey","",""
3481,"David R. Haumann","",""
3482,"David R. Hill","",""
3483,"David R. Holmes III","",""
3484,"David R. Karger","",""
3485,"David R. Millen","",""
3486,"David R. Myers","",""
3487,"David R. Nadeau","",""
3488,"David R. Pratt","",""
3489,"David R. Wallace","",""
3490,"David R. Warn","",""
3491,"David Rappaport","",""
3492,"David Rees","",""
3493,"David Roger","",""
3494,"David Rogers","",""
3495,"David Rojas","",""
3496,"David Roseman","",""
3497,"David Rowntree","",""
3498,"David Rozado Fernandez","",""
3499,"David Ryu","",""
3500,"David S. Ebert","",""
3501,"David S. Goodsell","",""
3502,"David S. H. Rosenthal","",""
3503,"David S. Immel","",""
3504,"David S. Johnson","",""
3505,"David S. Kittle","",""
3506,"David S. Paik","",""
3507,"David S. Thompson","",""
3508,"David Salesin","",""
3509,"David Salinas","",""
3510,"David Schlegel","",""
3511,"David Schroeder","",""
3512,"David Schroh","",""
3513,"David Sedlacek","",""
3514,"David Selassie","",""
3515,"David Sessler","",""
3516,"David Shean","",""
3517,"David Shuey","",""
3518,"David Simons","",""
3519,"David Spretke","",""
3520,"David Stoops","",""
3521,"David Strip","",""
3522,"David Swapp","",""
3523,"David Sweeney","",""
3524,"David T. Chen","",""
3525,"David Trimm","",""
3526,"David Van Riper","",""
3527,"David Vanderhaeghe","",""
3528,"David Vanderschel","",""
3529,"David W. Bustard","",""
3530,"David W. Capson","",""
3531,"David W. Curkendall","",""
3532,"David W. George","",""
3533,"David W. Jacobs","",""
3534,"David W. Kennedy","",""
3535,"David W. Murray","",""
3536,"David W. Paglieroni","",""
3537,"David W. Sprague","",""
3538,"David W. Wong","",""
3539,"David West","",""
3540,"David Whitney","",""
3541,"David Wicinas","",""
3542,"David Wiley","",""
3543,"David Wilkie","",""
3544,"David Williams","",""
3545,"David Wolinski","",""
3546,"David Zeltzer","",""
3547,"David Zhang 0001","",""
3548,"David-Paul Pertaub","",""
3549,"Davide Boscaini","",""
3550,"Davide Ceneda","",""
3551,"Davide Eynard","",""
3552,"Davide Pellis","",""
3553,"Davide Pesare","",""
3554,"Davide Tonelli","",""
3555,"Dawid Pajak","",""
3556,"Day Chyi Ku","",""
3557,"Dayue Zheng","",""
3558,"Dean F. Jerding","",""
3559,"Dean McRobie","",""
3560,"Dean Williams","",""
3561,"Debanga Raj Neog","",""
3562,"Debapratim Das Dawn","",""
3563,"Debasish Dutta","",""
3564,"Debby Haines","",""
3565,"Debora Gil","",""
3566,"Deborah A. Frincke","",""
3567,"Deborah Hix","",""
3568,"Deborah L. Harm","",""
3569,"Deborah N. Huntzinger","",""
3570,"Deborah Silver","",""
3571,"Deboshmita Ghosh","",""
3572,"Deeptak Verma","",""
3573,"Dehai Zhu","",""
3574,"Dehua Zhang","",""
3575,"Dehui Kong","",""
3576,"Dehui Xiang","",""
3577,"Dejan Markovic","",""
3578,"Dejun Zheng","",""
3579,"Delei Tian","",""
3580,"Demetri Terzopoulos","",""
3581,"Demetris Marnerides","",""
3582,"Den Denham","",""
3583,"Dengming Zhu","",""
3584,"Dengxin Dai","",""
3585,"Dengyin Zhang","",""
3586,"Denis Gracanin","",""
3587,"Denis Juriev","",""
3588,"Denis Kalkofen","",""
3589,"Denis Kovacs","",""
3590,"Denis Kravtsov","",""
3591,"Denis Lalanne","",""
3592,"Denis Larkin","",""
3593,"Denis Laurendeau","",""
3594,"Denis Pitzalis","",""
3595,"Denis Steinemann","",""
3596,"Denis Sumin","",""
3597,"Denis V. Ivanov","",""
3598,"Denis Vandorpe","",""
3599,"Denis Zorin","",""
3600,"Dennie Reniers","",""
3601,"Dennis Allerkamp","",""
3602,"Dennis Basgier","",""
3603,"Dennis Bautembach","",""
3604,"Dennis Bromley","",""
3605,"Dennis D. Spencer","",""
3606,"Dennis Davidson","",""
3607,"Dennis Evseev","",""
3608,"Dennis G. Brown","",""
3609,"Dennis Krupke","",""
3610,"Dennis P. Groth","",""
3611,"Dennis P. Hanson","",""
3612,"Dennis R. Bukenberger","",""
3613,"Dennis R. Livesay","",""
3614,"Dennis Reidsma","",""
3615,"Dennis Thom","",""
3616,"Dennis Tsichritzis","",""
3617,"Dennis Walch","",""
3618,"Dennis Wiebusch","",""
3619,"Deok Gun Park","",""
3620,"Deok-Kyeong Jang","",""
3621,"Deok-Soo Kim","",""
3622,"Depeng Liang","",""
3623,"Deqing Sun","",""
3624,"Der Min Tsay","",""
3625,"Der-Baau Perng","",""
3626,"Der-Lor Way","",""
3627,"Der-Tsai Lee","",""
3628,"Dereck Toker","",""
3629,"Derek Bingham","",""
3630,"Derek Bradley","",""
3631,"Derek Covill","",""
3632,"Derek Gould","",""
3633,"Derek Hoiem","",""
3634,"Derek J. Paddon","",""
3635,"Derek Lieber","",""
3636,"Derek Nowrouzezahrai","",""
3637,"Derek P. M. Wills","",""
3638,"Derek R. Ney","",""
3639,"Derek Roskell","",""
3640,"Derek Stephens","",""
3641,"Derek Swingley","",""
3642,"Derek Wills","",""
3643,"Derek Xiaoyu Wang","",""
3644,"Derrick G. Kourie","",""
3645,"Desai Chen","",""
3646,"Desheng Wang","",""
3647,"Desmond J. Robinson","",""
3648,"Desmond J. Walton","",""
3649,"Desney S. Tan","",""
3650,"Despina Michael","",""
3651,"Detlef Krömker","",""
3652,"Detlef Ruprecht","",""
3653,"Detlev Stalling","",""
3654,"Deuk-Geun Hong","",""
3655,"Deukhee Lee","",""
3656,"Deukhyun Cha","",""
3657,"Dev Niyogi","",""
3658,"Devendra Kalra","",""
3659,"Devorah DeLeon Petty","",""
3660,"Dewen Cheng","",""
3661,"Dewen Hu","",""
3662,"Dewey Odhner","",""
3663,"Dezhan Qu","",""
3664,"Dhana Frerichs","",""
3665,"Dheeraj Kumar","",""
3666,"Dhruv Mahajan","",""
3667,"Dhruv Thukral","",""
3668,"Di Sun","",""
3669,"Di Weng","",""
3670,"Di Wu 0006","",""
3671,"Di Xu","",""
3672,"Dian Fan","",""
3673,"Diana Fernondez-Prieto","",""
3674,"Diana Röttger","",""
3675,"Diane L. Souvaine","",""
3676,"Diane Piepol","",""
3677,"Diane Staheli","",""
3678,"Diane Tang","",""
3679,"Dianne Cook","",""
3680,"Dianne Hansford","",""
3681,"Diansheng Guo","",""
3682,"Dianyong Zhang","",""
3683,"Dicko Ali-Hamadi","",""
3684,"Didier Arquès","",""
3685,"Didier Badouel","",""
3686,"Didier Stricker","",""
3687,"Didier Vibert","",""
3688,"Diego Borro","",""
3689,"Diego Donzis","",""
3690,"Diego F. Nehab","",""
3691,"Diego Gutierrez","",""
3692,"Diego J. Rivera-Gutierrez","",""
3693,"Diego Jesus","",""
3694,"Diego Martínez 0001","",""
3695,"Diego Nehab","",""
3696,"Diego Rossinelli","",""
3697,"Dieter Finkenzeller","",""
3698,"Dieter Hildebrandt","",""
3699,"Dieter Hönigmann","",""
3700,"Dieter Lasser","",""
3701,"Dieter Morgenroth","",""
3702,"Dieter Schmalstieg","",""
3703,"Dieter W. Fellner","",""
3704,"Dieter Weidlich","",""
3705,"Dietmar Hildenbrand","",""
3706,"Dietmar Salaberger","",""
3707,"Dietmar Saupe","",""
3708,"Dietrich Meyer-Ebrecht","",""
3709,"Dik Lun Lee","",""
3710,"Dikpal Reddy","",""
3711,"Dilip Krishnan","",""
3712,"Dilip Mathew Thomas","",""
3713,"Dillon Sharlet","",""
3714,"Dimah Yanovsky","",""
3715,"Dimas Martínez Morera","",""
3716,"Dimitar Dinev","",""
3717,"Dimitar Valkov","",""
3718,"Dimitri Plemenos","",""
3719,"Dimitri Van De Ville","",""
3720,"Dimitrios Kokkinakis","",""
3721,"Dimitrios Tzionas","",""
3722,"Dimitrios Tzovaras","",""
3723,"Dimitris Mitsouras","",""
3724,"Dimitris N. Metaxas","",""
3725,"Dimitris Samaras","",""
3726,"Din-Chang Tseng","",""
3727,"Dina Katabi","",""
3728,"Dinesh K. Kumar","",""
3729,"Dinesh K. Pai","",""
3730,"Dinesh Manocha","",""
3731,"Ding Wang","",""
3732,"Ding-Yun Chen","",""
3733,"Dingyuan Liu","",""
3734,"Dingzeyu Li","",""
3735,"Dinoj Surendran","",""
3736,"Dinu Scheppelmann","",""
3737,"Diogo Fernando Trevisan","",""
3738,"Dipayan Maiti","",""
3739,"Dipti Prasad Mukherjee","",""
3740,"Dirc Rose","",""
3741,"Dirk A. Lorenz","",""
3742,"Dirk Bartz","",""
3743,"Dirk Burkhardt","",""
3744,"Dirk J. Harbinson","",""
3745,"Dirk J. Lehmann","",""
3746,"Dirk Koch","",""
3747,"Dirk Pehrke","",""
3748,"Dirk Reiners","",""
3749,"Dirk Soede","",""
3750,"Dirk Sommerfeld","",""
3751,"Dirk Staneker","",""
3752,"Dirk Zeckzer","",""
3753,"Djalma Bandeira","",""
3754,"Djamchid Ghazanfarpour","",""
3755,"Djemel Ziou","",""
3756,"Dmitri Bitouk","",""
3757,"Dmitri Rubinstein","",""
3758,"Dmitrii Berzin","",""
3759,"Dmitriy Morozov","",""
3760,"Dmitry A. Karpeyev","",""
3761,"Dmitry Baigozin","",""
3762,"Dmitry Chetverikov","",""
3763,"Dmitry Kuzovkin","",""
3764,"Dmitry Pavlov","",""
3765,"Dmitry S. Kozlov","",""
3766,"Dmitry Sokolov","",""
3767,"Do-Hoon Lee","",""
3768,"Doantam Phan","",""
3769,"Dobrina Boltcheva","",""
3770,"Dogan Demir","",""
3771,"Dohyeon Yang","",""
3772,"Dolors Ayala","",""
3773,"Domagoj Baricevic","",""
3774,"Domingo Martín","",""
3775,"Dominic Schneider","",""
3776,"Dominik Bauer","",""
3777,"Dominik Drees","",""
3778,"Dominik Gall","",""
3779,"Dominik Henrich","",""
3780,"Dominik Jäckle","",""
3781,"Dominik L. Michels","",""
3782,"Dominik Ludewig Michels","",""
3783,"Dominik Meyer","",""
3784,"Dominik Moritz","",""
3785,"Dominik Sacha","",""
3786,"Dominik Sibbing","",""
3787,"Dominik Wodniok","",""
3788,"Dominika Mazur","",""
3789,"Dominikus Baur","",""
3790,"Dominique Attali","",""
3791,"Dominique Bechmann","",""
3792,"Dominique Brodbeck","",""
3793,"Dominique Faudot","",""
3794,"Dominique Gerber","",""
3795,"Dominique Martin","",""
3796,"Dominique Michelucci","",""
3797,"Dominique Thévenin","",""
3798,"Don Allison","",""
3799,"Don Fussell","",""
3800,"Don Gillett","",""
3801,"Don McGregor","",""
3802,"Don Morrison","",""
3803,"Don P. Mitchell","",""
3804,"Don Stredney","",""
3805,"Don Y. Kuramura","",""
3806,"Donald A. Leopold","",""
3807,"Donald Bliss","",""
3808,"Donald D. Nelson","",""
3809,"Donald E. Knuth","",""
3810,"Donald G. Dansereau","",""
3811,"Donald H. House","",""
3812,"Donald J. Jacobs","",""
3813,"Donald Krieger","",""
3814,"Donald L. Brittain","",""
3815,"Donald L. Vossler","",""
3816,"Donald M. DeLauder","",""
3817,"Donald M. Monro","",""
3818,"Donald M. O'Malley","",""
3819,"Donald Margouleff","",""
3820,"Donald P. Brutzman","",""
3821,"Donald P. Dione","",""
3822,"Donald P. Greenberg","",""
3823,"Donald R. Riley","",""
3824,"Donald R. Sheehy","",""
3825,"Donald S. Fussell","",""
3826,"Dong Hwan Kim","",""
3827,"Dong Hyun Jeong","",""
3828,"Dong Ni","",""
3829,"Dong Sun Park","",""
3830,"Dong Wang","",""
3831,"Dong Xu","",""
3832,"Dong Xu 0001","",""
3833,"Dong-Han Ham","",""
3834,"Dong-Jin Kim","",""
3835,"Dong-Ming Yan","",""
3836,"Dong-Seok Kim","",""
3837,"Dongbing Gu","",""
3838,"Dongbo Zhang","",""
3839,"Dongfeng Han","",""
3840,"Donghao Ren","",""
3841,"Dongho Kim","",""
3842,"Donghoon Sagong","",""
3843,"Donghua Wu","",""
3844,"Donghui Han","",""
3845,"Dongjian He","",""
3846,"Donglai Wei","",""
3847,"Dongliang Zhang","",""
3848,"Donglin Xiao","",""
3849,"Dongmei Niu","",""
3850,"Dongming Lu","",""
3851,"Dongning Luo","",""
3852,"Dongping Li","",""
3853,"Dongqin You","",""
3854,"Dongqing Chen","",""
3855,"Dongqing Zou","",""
3856,"Dongquan Liu","",""
3857,"Dongsheng Zhou","",""
3858,"Dongwei Liu","",""
3859,"Dongwook Ha","",""
3860,"Dongxue Liang","",""
3861,"Dongyeon Kim","",""
3862,"Dongyoub Baek","",""
3863,"Dongyu Liu","",""
3864,"Donia Badawood","",""
3865,"Donlin M. Long","",""
3866,"Donna J. Peuquet","",""
3867,"Donna Magid","",""
3868,"Donya Ghafourzadeh","",""
3869,"Doo Yong Lee","",""
3870,"Dorgival O. Guedes","",""
3871,"Dorian Nogneng","",""
3872,"Doris Dransch","",""
3873,"Doris G. Fridman","",""
3874,"Dorit Merhof","",""
3875,"Doron Chen","",""
3876,"Doron Friedman","",""
3877,"Dorothea Wagner","",""
3878,"Dorothée Cazier","",""
3879,"Dorée D. Seligmann","",""
3880,"Doug A. Bowman","",""
3881,"Doug Carmean","",""
3882,"Doug DeCarlo","",""
3883,"Doug E. R. Clark","",""
3884,"Doug Epps","",""
3885,"Doug Fritz","",""
3886,"Doug L. James","",""
3887,"Doug Roberts","",""
3888,"Douglas A. Shoemaker","",""
3889,"Douglas Ashley","",""
3890,"Douglas B. Smith","",""
3891,"Douglas Cedrim","",""
3892,"Douglas Cheong","",""
3893,"Douglas D. Robertson","",""
3894,"Douglas DeCarlo","",""
3895,"Douglas Dunn","",""
3896,"Douglas E. Dow","",""
3897,"Douglas Enright","",""
3898,"Douglas J. Doornink","",""
3899,"Douglas J. Wiley","",""
3900,"Douglas Lanman","",""
3901,"Douglas Montgomery","",""
3902,"Douglas S. Greer","",""
3903,"Douglas Taggart","",""
3904,"Douglas Tudhope","",""
3905,"Douglas Voorhies","",""
3906,"Douglas W. Clark","",""
3907,"Douglas W. Cunningham","",""
3908,"Doyle K. Cavin","",""
3909,"Doyub Kim","",""
3910,"Dragomir Anguelov","",""
3911,"Drew Skau","",""
3912,"Drew Steedly","",""
3913,"Driss Aboutajdine","",""
3914,"Dror Aiger","",""
3915,"Drosos Kourounis","",""
3916,"Duane M. Palyka","",""
3917,"Duanqing Xu","",""
3918,"Duc Huy Bui","",""
3919,"Duc Quang Nguyen","",""
3920,"Duen Horng (Polo) Chau","",""
3921,"Duen Horng Chau","",""
3922,"Duksu Kim","",""
3923,"Dun Liang","",""
3924,"Duncan Gillies","",""
3925,"Duncan Rowland","",""
3926,"Duo Li","",""
3927,"Duosheng Yu","",""
3928,"Duraid Abdullah","",""
3929,"Dushyant Mehta","",""
3930,"Dustin Lockhart Arendt","",""
3931,"Dustin Scheinost","",""
3932,"Dustin T. Han","",""
3933,"Duy-Quoc Lai","",""
3934,"Duygu Ceylan","",""
3935,"Dvir Steiner","",""
3936,"Dwight D. Freund","",""
3937,"Dylan Lacewell","",""
3938,"Dylan Moore","",""
3939,"Dylan Sale","",""
3940,"Dzenan Zukic","",""
3941,"Dzmitry Tsetserukou","",""
3942,"Dávid Légrády","",""
3943,"Dörte Becher","",""
3944,"E. A. Sessarego","",""
3945,"E. Bengu Kevinc","",""
3946,"E. Boyer","",""
3947,"E. Curchitser","",""
3948,"E. Delahaye","",""
3949,"E. Emiel van Loon","",""
3950,"E. G. Patrick Bos","",""
3951,"E. Guillou","",""
3952,"E. H. Wu","",""
3953,"E. James Milner-White","",""
3954,"E. L. Brainerd","",""
3955,"E. Margaret Evans","",""
3956,"E. Mousavian","",""
3957,"E. N. Rudinger","",""
3958,"E. Primeau","",""
3959,"E. Robinson","",""
3960,"E. Shahrian","",""
3961,"E. Thomas Ewing","",""
3962,"E. V. C. Fielding","",""
3963,"E. Wentz","",""
3964,"E. Wes Bethel","",""
3965,"E. Yanli","",""
3966,"E. Yee","",""
3967,"Eakta Jain","",""
3968,"Eamonn A. Gaffney","",""
3969,"Eamonn Maguire","",""
3970,"Eamonn O'Neill","",""
3971,"Ebad Banissi","",""
3972,"Eben M. Haber","",""
3973,"Ebrahim Tarameshloo","",""
3974,"Ebru Akcapinar Sezer","",""
3975,"Eckart Fleck","",""
3976,"Eckehard Doerry","",""
3977,"Eckhard Hitzer","",""
3978,"Ed Angel","",""
3979,"Ed Burton","",""
3980,"Ed F. Deprettere","",""
3981,"Ed Grochowski","",""
3982,"Ed Huai-hsin Chi","",""
3983,"Ed Quigley","",""
3984,"Ed Walsh","",""
3985,"Ed Zaluska","",""
3986,"Ed Zintel","",""
3987,"Eddie Simon","",""
3988,"Eddy Boxerman","",""
3989,"Eddy Flerackers","",""
3990,"Eden Chlamtac","",""
3991,"Eden Fedida Hefetz","",""
3992,"Eder Miguel","",""
3993,"Edgar A. Ramos","",""
3994,"Edgar S. Pereira","",""
3995,"Edgar Simo-Serra","",""
3996,"Edgar Velázquez-Armendáriz","",""
3997,"Edilson de Aguiar","",""
3998,"Edmond C. Prakash","",""
3999,"Edmond S. L. Ho","",""
4000,"Edoardo Remelli","",""
4001,"Edoardo Sotgiu","",""
4002,"Edouard Lamboray","",""
4003,"Edson Prestes e Silva Jr.","",""
4004,"Eduard Deines","",""
4005,"Eduard Jundt","",""
4006,"Eduard Zell","",""
4007,"Eduardo B. Pinto","",""
4008,"Eduardo Bringa","",""
4009,"Eduardo Cuervo","",""
4010,"Eduardo E. Veas","",""
4011,"Eduardo Hidalgo","",""
4012,"Eduardo Mora","",""
4013,"Eduardo Simoes Lopes Gastal","",""
4014,"Eduardo Soto","",""
4015,"Eduardo T. L. Corseuil","",""
4016,"Eduardo Tejada","",""
4017,"Edward A. Kopylov","",""
4018,"Edward Angel","",""
4019,"Edward Chien","",""
4020,"Edward Clarkson","",""
4021,"Edward Grundy","",""
4022,"Edward H. Adelson","",""
4023,"Edward H. Glaessgen","",""
4024,"Edward J. Farrell","",""
4025,"Edward L. Stanton","",""
4026,"Edward R. Valstar","",""
4027,"Edward Roe","",""
4028,"Edward Saxe","",""
4029,"Edward Segel","",""
4030,"Edward Swing","",""
4031,"Edward T. Smith","",""
4032,"Edward Tse","",""
4033,"Edward W. Large","",""
4034,"Edward Zhang","",""
4035,"Edwin Blake","",""
4036,"Edwin H. Blake","",""
4037,"Edwin Puttmann","",""
4038,"Edwin R. Hancock","",""
4039,"Edwin de Jonge","",""
4040,"Ee-Chien Chang","",""
4041,"Efstratios Doukakis","",""
4042,"Eftychios Sifakis","",""
4043,"Egil Bae","",""
4044,"Egon C. Pasztor","",""
4045,"Egor Larionov","",""
4046,"Ehsan Miandji","",""
4047,"Eigil Samset","",""
4048,"Eihachiro Nakamae","",""
4049,"Eiichi Yoshida","",""
4050,"Eike Falk Anderson","",""
4051,"Eike Langbehn","",""
4052,"Eike Nagel","",""
4053,"Eileen M. Smith","",""
4054,"Eileen McGinnis","",""
4055,"Eileen Vote","",""
4056,"Einar Heiberg","",""
4057,"Eino-Ville Talvala","",""
4058,"Eirik Bakke","",""
4059,"Eisung Sohn","",""
4060,"Eitan Grinspun","",""
4061,"Eivind Lyche Melvær","",""
4062,"Ekaterina Prasolova-Førland","",""
4063,"Ekrem Serin","",""
4064,"Ekta Prashnani","",""
4065,"Ekta Walia","",""
4066,"Elaine Cohen","",""
4067,"Elaine M. Huang","",""
4068,"Eldar Insafutdinov","",""
4069,"Eleftherios Koutsofios","",""
4070,"Elena Arabadzhiyska","",""
4071,"Elena Garces","",""
4072,"Elena Kokkinara","",""
4073,"Elena Ovreiu","",""
4074,"Elena Sizikova","",""
4075,"Elena Trunz","",""
4076,"Elena Vasiou","",""
4077,"Elham Ebrahimi","",""
4078,"Elham Sakhaee","",""
4079,"Eli Daiches","",""
4080,"Eli Packer","",""
4081,"Eli Raymond Fisher","",""
4082,"Eli Shechtman","",""
4083,"Eli T. Brown","",""
4084,"Eliana S. de Almeida","",""
4085,"Elias A. Zerhouni","",""
4086,"Elias S. Helou","",""
4087,"Elif Tosun","",""
4088,"Eliot Feibush","",""
4089,"Eliot Miranda","",""
4090,"Eliot Winer","",""
4091,"Elisa De Llano","",""
4092,"Elisabeth André","",""
4093,"Elisabeth M. A. G. van Dijk","",""
4094,"Elisabeth Schmidt","",""
4095,"Elisabetta Bevacqua","",""
4096,"Elisabetta Bruzzone","",""
4097,"Elise Arnaud","",""
4098,"Elisha Caspary","",""
4099,"Elisha Sacks","",""
4100,"Elissa J. Chesler","",""
4101,"Elissa L. Kramer","",""
4102,"Eliyahu Sivaks","",""
4103,"Elizabeth A. Mack","",""
4104,"Elizabeth Bullitt","",""
4105,"Elizabeth D. Getzoff","",""
4106,"Elizabeth D. Mynatt","",""
4107,"Elizabeth G. Block","",""
4108,"Elizabeth G. Hetzler","",""
4109,"Elizabeth H. Keating","",""
4110,"Elizabeth J. Carter","",""
4111,"Elizabeth S. Carvalho","",""
4112,"Elke A. Rundensteiner","",""
4113,"Ella Barkan","",""
4114,"Ellen Dekkers","",""
4115,"Ellen Isaacs","",""
4116,"Ellen Kuhl","",""
4117,"Ellen Longmire","",""
4118,"Ellen Palm","",""
4119,"Elliot English","",""
4120,"Elliot K. Fishman","",""
4121,"Elliot R. McVeigh","",""
4122,"Ellis S. Cohen","",""
4123,"Elmar Eisemann","",""
4124,"Elmedin Selmanovic","",""
4125,"Elvis Ko-Yung Jeng","",""
4126,"Elwin Lee","",""
4127,"Elías Cueto","",""
4128,"Emad Habib","",""
4129,"Emako Aso","",""
4130,"Emanuel Sachs","",""
4131,"Emanuel Schrade","",""
4132,"Emanuel Todorov","",""
4133,"Emanuel Zgraggen","",""
4134,"Emanuele Rodolà","",""
4135,"Emanuele Ruffaldi","",""
4136,"Emanuele Santos","",""
4137,"Emden R. Gansner","",""
4138,"Emi Miyamoto","",""
4139,"Emiko Charbonneau","",""
4140,"Emil Axelsson","",""
4141,"Emil Praun","",""
4142,"Emile A. Hendriks","",""
4143,"Emiliano Gambaretto","",""
4144,"Emilie Guy","",""
4145,"Emilie Loup-Escande","",""
4146,"Emilio Camahort","",""
4147,"Emilio Di Giacomo","",""
4148,"Emilio E. Falco","",""
4149,"Emilio R. Antúnez","",""
4150,"Emilio Sánchez","",""
4151,"Emilio Vital Brazil","",""
4152,"Emily A. Cooper","",""
4153,"Emily L. C. Shepard","",""
4154,"Emily R. Miraldi","",""
